,sources,targets,q_total,IndexAvg,weights
2917,Netherlands,India,1.1640000000000001,1.69,36637.42799999999
2918,Curaçao,India,0.002,,1.678
2919,"Norway, Svalbard and Jan Mayen",India,0.5860000000000001,1.73,2245.9860000000003
2920,Philippines,India,0.741,-0.37,4481.732
2921,Poland,India,0.404,0.71,21556.831
2922,Portugal,India,0.003,1.09,724.57
2923,Russian Federation,India,0.526,-0.71,18765.510000000002
2924,Singapore,India,485.312,1.52,57683.688
2925,Viet Nam,India,1.142,-0.48,5188.044
2926,South Africa,India,80.391,0.29,58175.628000000004
2927,Sweden,India,0.089,1.73,8622.961
2928,"Switzerland, Liechtenstein",India,2.122,1.75,3995.692
2929,"Switzerland, Liechtenstein",India,2.122,1.54,3995.692
2930,Thailand,India,7.996,-0.14,5499.867
2931,United Arab Emirates,India,505.884,0.55,17822.197999999997
2932,Egypt,India,11.679,-0.66,3431.311
2933,United Kingdom,India,8.318000000000001,1.46,34960.074
2934,Australia,Singapore,4.432,1.58,6158.040999999998
2935,Austria,Singapore,0.8130000000000001,1.55,3394.051
2936,Bahrain,Singapore,0.035,0.05,79.94699999999999
2937,Belgium,Singapore,2.581,1.31,12239.12
2938,Brazil,Singapore,0.21,-0.03,13792.235999999999
2939,Myanmar,Singapore,0.001,-1.42,409.50100000000003
2940,Canada,Singapore,1.486,1.62,17531.729000000003
2941,Cayman Islands,Singapore,0.005,1.08,4.487
2942,Sri Lanka,Singapore,0.08,-0.27,214.094
2943,China,Singapore,16400.105,-0.49,411379.754
2944,Czechia,Singapore,2.765,0.9,4658.562
2945,Denmark,Singapore,2.093,1.78,7989.049999999999
2946,Estonia,Singapore,0.155,1.07,662.395
2947,Finland,Singapore,0.023,1.84,2664.9170000000004
2948,"France, Monaco",Singapore,14.576,1.19,14637.760999999999
2949,Germany,Singapore,71.48599999999999,1.49,23017.288
2950,Greece,Singapore,0.068,0.5,3915.5150000000003
2951,"China, Hong Kong Special Administrative Region",Singapore,157.20299999999997,1.35,99971.2
2952,Indonesia,Singapore,777.505,-0.49,25303.601000000002
2953,Ireland,Singapore,0.079,1.48,1538.568
2954,Israel,Singapore,102.517,0.63,6832.461
2955,Italy,Singapore,2.3280000000000003,0.63,9579.352
2956,Jamaica,Singapore,0.002,0.08,75.28500000000001
2957,Japan,Singapore,1253.104,1.23,69993.533
2958,Republic of Korea,Singapore,53.824999999999996,0.75,28784.924
2959,Latvia,Singapore,0.042,0.67,355.83900000000006
2960,Lithuania,Singapore,1.777,0.78,458.13199999999995
2961,Malaysia,Singapore,6623.500999999999,0.36,23304.784
2962,Mali,Singapore,0.05,-0.54,98.684
2963,Mexico,Singapore,0.975,-0.17,19859.502
2964,"Other Asia, not elsewhere specified",Singapore,12.724,,13215.868999999999
2965,Netherlands,Singapore,3.579,1.69,36637.42799999999
2966,New Zealand,Singapore,0.016,1.78,474.91700000000003
2967,"Norway, Svalbard and Jan Mayen",Singapore,4.7330000000000005,1.73,2245.9860000000003
2968,Papua New Guinea,Singapore,0.146,-0.61,297.074
2969,Philippines,Singapore,4.091,-0.37,4481.732
2970,Poland,Singapore,0.8160000000000001,0.71,21556.831
2971,Portugal,Singapore,0.002,1.09,724.57
2972,Russian Federation,Singapore,0.001,-0.71,18765.510000000002
2973,India,Singapore,0.7999999999999999,-0.23,12479.099999999999
2974,Slovakia,Singapore,0.001,0.7,1870.2870000000003
2975,Viet Nam,Singapore,5.937,-0.48,5188.044
2976,South Africa,Singapore,0.583,0.29,58175.628000000004
2977,Spain,Singapore,0.251,0.95,7276.441000000001
2978,Sweden,Singapore,574.954,1.73,8622.961
2979,"Switzerland, Liechtenstein",Singapore,1.252,1.75,3995.692
2980,"Switzerland, Liechtenstein",Singapore,1.252,1.54,3995.692
2981,Thailand,Singapore,6.296,-0.14,5499.867
2982,United Arab Emirates,Singapore,0.921,0.55,17822.197999999997
2983,Turkmenistan,Singapore,0.004,-1.35,70.763
2984,United Kingdom,Singapore,1360.494,1.46,34960.074
2985,Australia,Slovakia,0.017,1.58,6158.040999999998
2986,Austria,Slovakia,3.0740000000000003,1.55,3394.051
2987,Belgium,Slovakia,0.562,1.31,12239.12
2988,Bulgaria,Slovakia,0.006,0.18,1117.8220000000001
2989,Canada,Slovakia,0.085,1.62,17531.729000000003
2990,China,Slovakia,1014.311,-0.49,411379.754
2991,Cyprus,Slovakia,0.002,0.98,111.28999999999999
2992,Czechia,Slovakia,180.61,0.9,4658.562
2993,Denmark,Slovakia,0.119,1.78,7989.049999999999
2994,Finland,Slovakia,0.126,1.84,2664.9170000000004
2995,"France, Monaco",Slovakia,5.129,1.19,14637.760999999999
2996,Germany,Slovakia,172.57,1.49,23017.288
2997,"China, Hong Kong Special Administrative Region",Slovakia,16.177,1.35,99971.2
2998,Hungary,Slovakia,7.929,0.75,2429.925
2999,Indonesia,Slovakia,10.939,-0.49,25303.601000000002
3000,Israel,Slovakia,23.722,0.63,6832.461
3001,Italy,Slovakia,2.389,0.63,9579.352
3002,Japan,Slovakia,39.98,1.23,69993.533
3003,Republic of Korea,Slovakia,49.938,0.75,28784.924
3004,Lithuania,Slovakia,0.07200000000000001,0.78,458.13199999999995
3005,Luxembourg,Slovakia,0.249,1.71,127.797
3006,Malaysia,Slovakia,0.071,0.36,23304.784
3007,Mexico,Slovakia,0.026000000000000002,-0.17,19859.502
3008,"Other Asia, not elsewhere specified",Slovakia,0.46199999999999997,,13215.868999999999
3009,Netherlands,Slovakia,0.8590000000000001,1.69,36637.42799999999
3010,Poland,Slovakia,57.565,0.71,21556.831
3011,Portugal,Slovakia,0.499,1.09,724.57
3012,Romania,Slovakia,0.294,0.11,5213.838
3013,Russian Federation,Slovakia,0.16099999999999998,-0.71,18765.510000000002
3014,Senegal,Slovakia,0.001,-0.16,981.6790000000001
3015,Serbia,Slovakia,0.012,-0.32,640.7230000000002
3016,India,Slovakia,0.008,-0.23,12479.099999999999
3017,Singapore,Slovakia,23.509,1.52,57683.688
3018,Viet Nam,Slovakia,0.45399999999999996,-0.48,5188.044
3019,Slovenia,Slovakia,1.276,0.97,761.7780000000001
3020,South Africa,Slovakia,0.001,0.29,58175.628000000004
3021,Spain,Slovakia,0.062,0.95,7276.441000000001
3022,Sweden,Slovakia,1.567,1.73,8622.961
3023,"Switzerland, Liechtenstein",Slovakia,0.834,1.75,3995.692
3024,"Switzerland, Liechtenstein",Slovakia,0.834,1.54,3995.692
3025,United Kingdom,Slovakia,148.971,1.46,34960.074
3026,Austria,Viet Nam,0.301,1.55,3394.051
3027,Belgium,Viet Nam,0.055,1.31,12239.12
3028,Canada,Viet Nam,1.2159999999999997,1.62,17531.729000000003
3029,China,Viet Nam,4450.199,-0.49,411379.754
3030,Germany,Viet Nam,0.194,1.49,23017.288
3031,"China, Hong Kong Special Administrative Region",Viet Nam,11.295,1.35,99971.2
3032,Indonesia,Viet Nam,180.84199999999998,-0.49,25303.601000000002
3033,Italy,Viet Nam,0.361,0.63,9579.352
3034,Japan,Viet Nam,227.86599999999999,1.23,69993.533
3035,Republic of Korea,Viet Nam,31.697,0.75,28784.924
3036,Lithuania,Viet Nam,0.020999999999999998,0.78,458.13199999999995
3037,Malaysia,Viet Nam,37.123000000000005,0.36,23304.784
3038,"Other Asia, not elsewhere specified",Viet Nam,0.7090000000000001,,13215.868999999999
3039,Netherlands,Viet Nam,0.109,1.69,36637.42799999999
3040,"Norway, Svalbard and Jan Mayen",Viet Nam,0.075,1.73,2245.9860000000003
3041,Romania,Viet Nam,0.027,0.11,5213.838
3042,Russian Federation,Viet Nam,0.019,-0.71,18765.510000000002
3043,Singapore,Viet Nam,62.664,1.52,57683.688
3044,Slovakia,Viet Nam,0.39499999999999996,0.7,1870.2870000000003
3045,Sweden,Viet Nam,0.575,1.73,8622.961
3046,"Switzerland, Liechtenstein",Viet Nam,0.032,1.75,3995.692
3047,"Switzerland, Liechtenstein",Viet Nam,0.032,1.54,3995.692
3048,Thailand,Viet Nam,0.5680000000000001,-0.14,5499.867
3049,United Arab Emirates,Viet Nam,0.243,0.55,17822.197999999997
3050,United Kingdom,Viet Nam,0.648,1.46,34960.074
3051,Austria,Slovenia,2.6149999999999998,1.55,3394.051
3052,Belgium,Slovenia,4.615,1.31,12239.12
3053,Bulgaria,Slovenia,0.013000000000000001,0.18,1117.8220000000001
3054,China,Slovenia,517.192,-0.49,411379.754
3055,Croatia,Slovenia,3.777,0.34,252.433
3056,Czechia,Slovenia,14.851,0.9,4658.562
3057,Denmark,Slovenia,0.08299999999999999,1.78,7989.049999999999
3058,Finland,Slovenia,0.009000000000000001,1.84,2664.9170000000004
3059,"France, Monaco",Slovenia,2.2039999999999997,1.19,14637.760999999999
3060,Germany,Slovenia,17.954,1.49,23017.288
3061,"China, Hong Kong Special Administrative Region",Slovenia,0.808,1.35,99971.2
3062,Hungary,Slovenia,4.176,0.75,2429.925
3063,Indonesia,Slovenia,2.0580000000000003,-0.49,25303.601000000002
3064,Ireland,Slovenia,0.03,1.48,1538.568
3065,Israel,Slovenia,0.83,0.63,6832.461
3066,Italy,Slovenia,34.569,0.63,9579.352
3067,Japan,Slovenia,14.117,1.23,69993.533
3068,Republic of Korea,Slovenia,20.215999999999998,0.75,28784.924
3069,Latvia,Slovenia,0.06899999999999999,0.67,355.83900000000006
3070,Lithuania,Slovenia,0.022,0.78,458.13199999999995
3071,Luxembourg,Slovenia,0.20800000000000002,1.71,127.797
3072,Malaysia,Slovenia,0.003,0.36,23304.784
3073,Malta,Slovenia,0.006,1.12,58.887
3074,Mexico,Slovenia,0.20500000000000002,-0.17,19859.502
3075,"Other Asia, not elsewhere specified",Slovenia,0.401,,13215.868999999999
3076,Netherlands,Slovenia,5.954,1.69,36637.42799999999
3077,Philippines,Slovenia,0.015,-0.37,4481.732
3078,Poland,Slovenia,3.1470000000000002,0.71,21556.831
3079,Timor-Leste,Slovenia,0.001,-0.66,2.61
3080,Romania,Slovenia,0.166,0.11,5213.838
3081,Serbia,Slovenia,0.074,-0.32,640.7230000000002
3082,India,Slovenia,0.024,-0.23,12479.099999999999
3083,Singapore,Slovenia,0.758,1.52,57683.688
3084,Slovakia,Slovenia,0.8619999999999999,0.7,1870.2870000000003
3085,Spain,Slovenia,0.494,0.95,7276.441000000001
3086,Suriname,Slovenia,0.003,-0.08,9.666
3087,Sweden,Slovenia,1.677,1.73,8622.961
3088,"Switzerland, Liechtenstein",Slovenia,0.291,1.75,3995.692
3089,"Switzerland, Liechtenstein",Slovenia,0.291,1.54,3995.692
3090,United Kingdom,Slovenia,8.139,1.46,34960.074
3091,Australia,South Africa,22.418000000000003,1.58,6158.040999999998
3092,Austria,South Africa,0.195,1.55,3394.051
3093,Belgium,South Africa,1.597,1.31,12239.12
3094,Botswana,South Africa,18.306,0.69,20595.321
3095,Canada,South Africa,14.174000000000001,1.62,17531.729000000003
3096,China,South Africa,2003.97,-0.49,411379.754
3097,Croatia,South Africa,0.435,0.34,252.433
3098,Czechia,South Africa,0.008,0.9,4658.562
3099,Denmark,South Africa,1.447,1.78,7989.049999999999
3100,Finland,South Africa,0.009000000000000001,1.84,2664.9170000000004
3101,"France, Monaco",South Africa,12.45,1.19,14637.760999999999
3102,Germany,South Africa,5.284999999999999,1.49,23017.288
3103,Greece,South Africa,0.001,0.5,3915.5150000000003
3104,Hungary,South Africa,0.954,0.75,2429.925
3105,Indonesia,South Africa,67.852,-0.49,25303.601000000002
3106,Ireland,South Africa,0.005,1.48,1538.568
3107,Israel,South Africa,9.347999999999999,0.63,6832.461
3108,Italy,South Africa,1.612,0.63,9579.352
3109,Japan,South Africa,62.852000000000004,1.23,69993.533
3110,Kenya,South Africa,0.094,-0.67,607.021
3111,Republic of Korea,South Africa,3.9930000000000003,0.75,28784.924
3112,Lithuania,South Africa,11.077,0.78,458.13199999999995
3113,Malaysia,South Africa,81.886,0.36,23304.784
3114,Mali,South Africa,0.159,-0.54,98.684
3115,Malta,South Africa,2.705,1.12,58.887
3116,Mauritius,South Africa,0.065,0.76,456.485
3117,Mexico,South Africa,95.08300000000001,-0.17,19859.502
3118,"Other Asia, not elsewhere specified",South Africa,0.51,,13215.868999999999
3119,Namibia,South Africa,1.456,0.32,14860.949999999999
3120,Netherlands,South Africa,6.756,1.69,36637.42799999999
3121,"Norway, Svalbard and Jan Mayen",South Africa,0.5609999999999999,1.73,2245.9860000000003
3122,Philippines,South Africa,12.881000000000002,-0.37,4481.732
3123,Poland,South Africa,0.28900000000000003,0.71,21556.831
3124,Portugal,South Africa,0.005,1.09,724.57
3125,Romania,South Africa,35.799,0.11,5213.838
3126,India,South Africa,0.17400000000000002,-0.23,12479.099999999999
3127,Singapore,South Africa,48.266999999999996,1.52,57683.688
3128,Slovakia,South Africa,0.003,0.7,1870.2870000000003
3129,Viet Nam,South Africa,5.726,-0.48,5188.044
3130,Spain,South Africa,0.07500000000000001,0.95,7276.441000000001
3131,Sweden,South Africa,2.1,1.73,8622.961
3132,"Switzerland, Liechtenstein",South Africa,7.818,1.75,3995.692
3133,"Switzerland, Liechtenstein",South Africa,7.818,1.54,3995.692
3134,Thailand,South Africa,0.412,-0.14,5499.867
3135,United Arab Emirates,South Africa,0.5800000000000001,0.55,17822.197999999997
3136,Turkey,South Africa,0.004,-0.2,7544.607
3137,United Kingdom,South Africa,19.732,1.46,34960.074
3138,China,Zimbabwe,5.2620000000000005,-0.49,411379.754
3139,Germany,Zimbabwe,0.518,1.49,23017.288
3140,"China, Hong Kong Special Administrative Region",Zimbabwe,3.7680000000000002,1.35,99971.2
3141,"Other Asia, not elsewhere specified",Zimbabwe,0.023,,13215.868999999999
3142,Mongolia,Zimbabwe,0.011,-0.04,40.726
3143,Mozambique,Zimbabwe,26.0,-0.47,2924.042
3144,Netherlands,Zimbabwe,0.31500000000000006,1.69,36637.42799999999
3145,South Africa,Zimbabwe,2128.42,0.29,58175.628000000004
3146,Spain,Zimbabwe,0.007,0.95,7276.441000000001
3147,Sweden,Zimbabwe,0.002,1.73,8622.961
3148,United Arab Emirates,Zimbabwe,10.246,0.55,17822.197999999997
3149,United Kingdom,Zimbabwe,0.331,1.46,34960.074
3150,Australia,Spain,0.12100000000000001,1.58,6158.040999999998
3151,Austria,Spain,1.5559999999999998,1.55,3394.051
3152,Belgium,Spain,46.416,1.31,12239.12
3153,Brazil,Spain,0.003,-0.03,13792.235999999999
3154,Bulgaria,Spain,177.106,0.18,1117.8220000000001
3155,Canada,Spain,0.055,1.62,17531.729000000003
3156,China,Spain,5125.039000000001,-0.49,411379.754
3157,Cyprus,Spain,0.005,0.98,111.28999999999999
3158,Czechia,Spain,19.085,0.9,4658.562
3159,Denmark,Spain,10.615,1.78,7989.049999999999
3160,Dominican Republic,Spain,0.001,-0.3,136.26399999999998
3161,Ecuador,Spain,0.002,-0.63,218.058
3162,Finland,Spain,0.21800000000000003,1.84,2664.9170000000004
3163,"France, Monaco",Spain,165.51600000000002,1.19,14637.760999999999
3164,Germany,Spain,172.349,1.49,23017.288
3165,Greece,Spain,18.086,0.5,3915.5150000000003
3166,"China, Hong Kong Special Administrative Region",Spain,23.546,1.35,99971.2
3167,Hungary,Spain,14.494,0.75,2429.925
3168,Indonesia,Spain,154.238,-0.49,25303.601000000002
3169,Ireland,Spain,13.454,1.48,1538.568
3170,Israel,Spain,0.639,0.63,6832.461
3171,Italy,Spain,160.977,0.63,9579.352
3172,Japan,Spain,14.529000000000002,1.23,69993.533
3173,Republic of Korea,Spain,4.408,0.75,28784.924
3174,Latvia,Spain,0.126,0.67,355.83900000000006
3175,Lithuania,Spain,0.404,0.78,458.13199999999995
3176,Luxembourg,Spain,1.1440000000000001,1.71,127.797
3177,Malaysia,Spain,0.674,0.36,23304.784
3178,Mexico,Spain,3.283,-0.17,19859.502
3179,"Other Asia, not elsewhere specified",Spain,1.4100000000000001,,13215.868999999999
3180,Netherlands,Spain,205.27800000000002,1.69,36637.42799999999
3181,"Norway, Svalbard and Jan Mayen",Spain,3.8240000000000003,1.73,2245.9860000000003
3182,Philippines,Spain,0.121,-0.37,4481.732
3183,Poland,Spain,47.59,0.71,21556.831
3184,Portugal,Spain,49.931000000000004,1.09,724.57
3185,Romania,Spain,0.755,0.11,5213.838
3186,Serbia,Spain,0.021,-0.32,640.7230000000002
3187,Seychelles,Spain,0.03,0.25,98.978
3188,India,Spain,0.052,-0.23,12479.099999999999
3189,Singapore,Spain,8.089,1.52,57683.688
3190,Slovakia,Spain,0.026000000000000002,0.7,1870.2870000000003
3191,Viet Nam,Spain,1.0010000000000001,-0.48,5188.044
3192,Slovenia,Spain,0.927,0.97,761.7780000000001
3193,Sweden,Spain,6.786999999999999,1.73,8622.961
3194,"Switzerland, Liechtenstein",Spain,7.968,1.75,3995.692
3195,"Switzerland, Liechtenstein",Spain,7.968,1.54,3995.692
3196,United Arab Emirates,Spain,2.0540000000000003,0.55,17822.197999999997
3197,Turkey,Spain,0.047,-0.2,7544.607
3198,United Kingdom,Spain,166.72299999999998,1.46,34960.074
3199,China,Sudan,48.619,-0.49,411379.754
3200,Czechia,Sudan,0.005,0.9,4658.562
3201,Italy,Sudan,0.41700000000000004,0.63,9579.352
3202,Netherlands,Sudan,0.003,1.69,36637.42799999999
3203,Saint Kitts and Nevis,Sudan,0.1,0.67,4.5920000000000005
3204,Saudi Arabia,Sudan,1.148,-0.33,3947.6340000000005
3205,"Switzerland, Liechtenstein",Sudan,0.017,1.75,3995.692
3206,"Switzerland, Liechtenstein",Sudan,0.017,1.54,3995.692
3207,United Arab Emirates,Sudan,18.139,0.55,17822.197999999997
3208,Egypt,Sudan,0.14,-0.66,3431.311
3209,China,Swaziland,3.1100000000000003,-0.49,411379.754
3210,Germany,Swaziland,0.020999999999999998,1.49,23017.288
3211,Indonesia,Swaziland,0.006,-0.49,25303.601000000002
3212,Italy,Swaziland,0.35,0.63,9579.352
3213,Japan,Swaziland,0.101,1.23,69993.533
3214,"Other Asia, not elsewhere specified",Swaziland,0.006,,13215.868999999999
3215,South Africa,Swaziland,1242.182,0.29,58175.628000000004
3216,United Kingdom,Swaziland,0.025,1.46,34960.074
3217,Australia,Sweden,0.8379999999999999,1.58,6158.040999999998
3218,Austria,Sweden,5.614,1.55,3394.051
3219,Belgium,Sweden,27.454,1.31,12239.12
3220,Brazil,Sweden,9.499,-0.03,13792.235999999999
3221,Canada,Sweden,0.28,1.62,17531.729000000003
3222,China,Sweden,6064.6849999999995,-0.49,411379.754
3223,Croatia,Sweden,10.471,0.34,252.433
3224,Cuba,Sweden,0.029,-0.58,108.06
3225,Czechia,Sweden,15.933,0.9,4658.562
3226,Denmark,Sweden,90.54499999999999,1.78,7989.049999999999
3227,Estonia,Sweden,0.29800000000000004,1.07,662.395
3228,Finland,Sweden,4.571,1.84,2664.9170000000004
3229,"France, Monaco",Sweden,18.776,1.19,14637.760999999999
3230,Germany,Sweden,128.632,1.49,23017.288
3231,Greece,Sweden,0.582,0.5,3915.5150000000003
3232,"China, Hong Kong Special Administrative Region",Sweden,41.754000000000005,1.35,99971.2
3233,Hungary,Sweden,0.006,0.75,2429.925
3234,Iceland,Sweden,0.053,1.61,103.019
3235,Indonesia,Sweden,7.209999999999999,-0.49,25303.601000000002
3236,Ireland,Sweden,1.089,1.48,1538.568
3237,Israel,Sweden,3.7939999999999996,0.63,6832.461
3238,Italy,Sweden,0.418,0.63,9579.352
3239,Japan,Sweden,46.122,1.23,69993.533
3240,Republic of Korea,Sweden,19.264000000000003,0.75,28784.924
3241,Latvia,Sweden,0.042,0.67,355.83900000000006
3242,Lithuania,Sweden,0.133,0.78,458.13199999999995
3243,Luxembourg,Sweden,4.117,1.71,127.797
3244,Malaysia,Sweden,0.10400000000000001,0.36,23304.784
3245,Mali,Sweden,10.768,-0.54,98.684
3246,Mexico,Sweden,8.688,-0.17,19859.502
3247,"Other Asia, not elsewhere specified",Sweden,3.833,,13215.868999999999
3248,Netherlands,Sweden,499.544,1.69,36637.42799999999
3249,New Zealand,Sweden,0.068,1.78,474.91700000000003
3250,"Norway, Svalbard and Jan Mayen",Sweden,58.997,1.73,2245.9860000000003
3251,Philippines,Sweden,0.571,-0.37,4481.732
3252,Poland,Sweden,83.672,0.71,21556.831
3253,Portugal,Sweden,0.021,1.09,724.57
3254,Romania,Sweden,0.096,0.11,5213.838
3255,Senegal,Sweden,10.768,-0.16,981.6790000000001
3256,India,Sweden,0.7200000000000001,-0.23,12479.099999999999
3257,Singapore,Sweden,2.044,1.52,57683.688
3258,Slovakia,Sweden,0.061,0.7,1870.2870000000003
3259,Slovenia,Sweden,0.223,0.97,761.7780000000001
3260,Spain,Sweden,1.3599999999999999,0.95,7276.441000000001
3261,"Switzerland, Liechtenstein",Sweden,3.277,1.75,3995.692
3262,"Switzerland, Liechtenstein",Sweden,3.277,1.54,3995.692
3263,Thailand,Sweden,0.32199999999999995,-0.14,5499.867
3264,United Arab Emirates,Sweden,0.264,0.55,17822.197999999997
3265,Turkey,Sweden,0.025,-0.2,7544.607
3266,United Kingdom,Sweden,78.89800000000001,1.46,34960.074
3267,Australia,"Switzerland, Liechtenstein",0.064,1.58,6158.040999999998
3268,Austria,"Switzerland, Liechtenstein",6.306,1.55,3394.051
3269,Bahrain,"Switzerland, Liechtenstein",0.002,0.05,79.94699999999999
3270,Belgium,"Switzerland, Liechtenstein",6.8340000000000005,1.31,12239.12
3271,Canada,"Switzerland, Liechtenstein",0.257,1.62,17531.729000000003
3272,Sri Lanka,"Switzerland, Liechtenstein",0.311,-0.27,214.094
3273,China,"Switzerland, Liechtenstein",1992.188,-0.49,411379.754
3274,Croatia,"Switzerland, Liechtenstein",0.003,0.34,252.433
3275,Czechia,"Switzerland, Liechtenstein",46.601,0.9,4658.562
3276,Denmark,"Switzerland, Liechtenstein",0.6300000000000001,1.78,7989.049999999999
3277,Estonia,"Switzerland, Liechtenstein",0.007,1.07,662.395
3278,Finland,"Switzerland, Liechtenstein",0.098,1.84,2664.9170000000004
3279,"France, Monaco","Switzerland, Liechtenstein",20.7,1.19,14637.760999999999
3280,Germany,"Switzerland, Liechtenstein",207.147,1.49,23017.288
3281,Greece,"Switzerland, Liechtenstein",0.955,0.5,3915.5150000000003
3282,"China, Hong Kong Special Administrative Region","Switzerland, Liechtenstein",32.974000000000004,1.35,99971.2
3283,Hungary,"Switzerland, Liechtenstein",7.227999999999999,0.75,2429.925
3284,Iceland,"Switzerland, Liechtenstein",0.139,1.61,103.019
3285,Indonesia,"Switzerland, Liechtenstein",33.173,-0.49,25303.601000000002
3286,Ireland,"Switzerland, Liechtenstein",0.978,1.48,1538.568
3287,Israel,"Switzerland, Liechtenstein",16.076999999999998,0.63,6832.461
3288,Italy,"Switzerland, Liechtenstein",12.03,0.63,9579.352
3289,Japan,"Switzerland, Liechtenstein",97.99300000000001,1.23,69993.533
3290,Jordan,"Switzerland, Liechtenstein",0.003,-0.04,209.025
3291,Republic of Korea,"Switzerland, Liechtenstein",5.949,0.75,28784.924
3292,Lithuania,"Switzerland, Liechtenstein",0.009000000000000001,0.78,458.13199999999995
3293,Luxembourg,"Switzerland, Liechtenstein",0.7489999999999999,1.71,127.797
3294,Malaysia,"Switzerland, Liechtenstein",0.631,0.36,23304.784
3295,Mexico,"Switzerland, Liechtenstein",4.444,-0.17,19859.502
3296,"Other Asia, not elsewhere specified","Switzerland, Liechtenstein",61.582,,13215.868999999999
3297,Netherlands,"Switzerland, Liechtenstein",31.099000000000004,1.69,36637.42799999999
3298,New Zealand,"Switzerland, Liechtenstein",0.014,1.78,474.91700000000003
3299,"Norway, Svalbard and Jan Mayen","Switzerland, Liechtenstein",5.8260000000000005,1.73,2245.9860000000003
3300,Philippines,"Switzerland, Liechtenstein",3.096,-0.37,4481.732
3301,Poland,"Switzerland, Liechtenstein",1.987,0.71,21556.831
3302,Portugal,"Switzerland, Liechtenstein",0.713,1.09,724.57
3303,Romania,"Switzerland, Liechtenstein",0.12,0.11,5213.838
3304,Saudi Arabia,"Switzerland, Liechtenstein",0.032,-0.33,3947.6340000000005
3305,India,"Switzerland, Liechtenstein",2.723,-0.23,12479.099999999999
3306,Singapore,"Switzerland, Liechtenstein",17.217999999999996,1.52,57683.688
3307,Slovakia,"Switzerland, Liechtenstein",0.09799999999999999,0.7,1870.2870000000003
3308,Viet Nam,"Switzerland, Liechtenstein",1.048,-0.48,5188.044
3309,Slovenia,"Switzerland, Liechtenstein",0.171,0.97,761.7780000000001
3310,South Africa,"Switzerland, Liechtenstein",0.001,0.29,58175.628000000004
3311,Spain,"Switzerland, Liechtenstein",5.136,0.95,7276.441000000001
3312,Sweden,"Switzerland, Liechtenstein",5.117,1.73,8622.961
3313,Thailand,"Switzerland, Liechtenstein",0.11599999999999999,-0.14,5499.867
3314,United Arab Emirates,"Switzerland, Liechtenstein",0.093,0.55,17822.197999999997
3315,Turkey,"Switzerland, Liechtenstein",1.673,-0.2,7544.607
3316,Ukraine,"Switzerland, Liechtenstein",0.001,-0.62,978.1
3317,United Kingdom,"Switzerland, Liechtenstein",21.714,1.46,34960.074
3318,China,Tajikistan,35.567,-0.49,411379.754
3319,Denmark,Tajikistan,0.001,1.78,7989.049999999999
3320,Netherlands,Tajikistan,0.012,1.69,36637.42799999999
3321,Poland,Tajikistan,0.022,0.71,21556.831
3322,Russian Federation,Tajikistan,0.7789999999999999,-0.71,18765.510000000002
3323,United Arab Emirates,Tajikistan,4.651,0.55,17822.197999999997
3324,Australia,Thailand,0.435,1.58,6158.040999999998
3325,Austria,Thailand,0.35900000000000004,1.55,3394.051
3326,Belgium,Thailand,0.529,1.31,12239.12
3327,Myanmar,Thailand,56.535,-1.42,409.50100000000003
3328,Canada,Thailand,0.526,1.62,17531.729000000003
3329,China,Thailand,3921.908,-0.49,411379.754
3330,Cyprus,Thailand,0.001,0.98,111.28999999999999
3331,Czechia,Thailand,5.6,0.9,4658.562
3332,Denmark,Thailand,1.5190000000000001,1.78,7989.049999999999
3333,"France, Monaco",Thailand,22.288,1.19,14637.760999999999
3334,Germany,Thailand,3.0029999999999997,1.49,23017.288
3335,"China, Hong Kong Special Administrative Region",Thailand,6.704,1.35,99971.2
3336,Indonesia,Thailand,271.95399999999995,-0.49,25303.601000000002
3337,Ireland,Thailand,0.242,1.48,1538.568
3338,Israel,Thailand,14.736,0.63,6832.461
3339,Italy,Thailand,1.238,0.63,9579.352
3340,Japan,Thailand,273.728,1.23,69993.533
3341,Kazakhstan,Thailand,0.02,-0.56,347.704
3342,Republic of Korea,Thailand,2.7249999999999996,0.75,28784.924
3343,Malaysia,Thailand,11.193,0.36,23304.784
3344,Mexico,Thailand,3.017,-0.17,19859.502
3345,"Other Asia, not elsewhere specified",Thailand,12.015,,13215.868999999999
3346,Mongolia,Thailand,0.003,-0.04,40.726
3347,Netherlands,Thailand,0.223,1.69,36637.42799999999
3348,"Norway, Svalbard and Jan Mayen",Thailand,0.30500000000000005,1.73,2245.9860000000003
3349,Poland,Thailand,10.252,0.71,21556.831
3350,Portugal,Thailand,0.079,1.09,724.57
3351,Romania,Thailand,0.47000000000000003,0.11,5213.838
3352,India,Thailand,0.655,-0.23,12479.099999999999
3353,Singapore,Thailand,52.739,1.52,57683.688
3354,Slovakia,Thailand,0.001,0.7,1870.2870000000003
3355,Spain,Thailand,0.034999999999999996,0.95,7276.441000000001
3356,Sweden,Thailand,6.359999999999999,1.73,8622.961
3357,"Switzerland, Liechtenstein",Thailand,2.151,1.75,3995.692
3358,"Switzerland, Liechtenstein",Thailand,2.151,1.54,3995.692
3359,United Arab Emirates,Thailand,0.17400000000000002,0.55,17822.197999999997
3360,Ukraine,Thailand,0.001,-0.62,978.1
3361,United Kingdom,Thailand,2.121,1.46,34960.074
3362,Belgium,Togo,0.005,1.31,12239.12
