,sources,targets,q_total,IndexAvg,weights
454,Czechia,Bulgaria,12.893,0.9,4658.562
455,Denmark,Bulgaria,0.9169999999999999,1.78,7989.049999999999
456,Finland,Bulgaria,0.014,1.84,2664.9170000000004
457,"France, Monaco",Bulgaria,0.307,1.19,14637.760999999999
458,Germany,Bulgaria,20.293,1.49,23017.288
459,Greece,Bulgaria,187.237,0.5,3915.5150000000003
460,"China, Hong Kong Special Administrative Region",Bulgaria,20.883000000000003,1.35,99971.2
461,Hungary,Bulgaria,4.493,0.75,2429.925
462,Ireland,Bulgaria,1.25,1.48,1538.568
463,Italy,Bulgaria,58.069,0.63,9579.352
464,Japan,Bulgaria,0.225,1.23,69993.533
465,Republic of Korea,Bulgaria,0.6320000000000001,0.75,28784.924
466,Lithuania,Bulgaria,0.11399999999999999,0.78,458.13199999999995
467,Luxembourg,Bulgaria,0.043,1.71,127.797
468,Netherlands,Bulgaria,6.427,1.69,36637.42799999999
469,"Norway, Svalbard and Jan Mayen",Bulgaria,0.027999999999999997,1.73,2245.9860000000003
470,Poland,Bulgaria,9.039,0.71,21556.831
471,Romania,Bulgaria,3.39,0.11,5213.838
472,Serbia,Bulgaria,0.39,-0.32,640.7230000000002
473,Slovakia,Bulgaria,0.29100000000000004,0.7,1870.2870000000003
474,Slovenia,Bulgaria,6.779,0.97,761.7780000000001
475,Spain,Bulgaria,3.3560000000000003,0.95,7276.441000000001
476,Sweden,Bulgaria,0.028999999999999998,1.73,8622.961
477,"Switzerland, Liechtenstein",Bulgaria,0.456,1.75,3995.692
478,"Switzerland, Liechtenstein",Bulgaria,0.456,1.54,3995.692
479,Turkey,Bulgaria,0.008,-0.2,7544.607
480,United Kingdom,Bulgaria,4.728999999999999,1.46,34960.074
481,Australia,Myanmar,0.001,1.58,6158.040999999998
482,China,Myanmar,247.354,-0.49,411379.754
483,Germany,Myanmar,0.112,1.49,23017.288
484,Indonesia,Myanmar,2.327,-0.49,25303.601000000002
485,Japan,Myanmar,0.272,1.23,69993.533
486,Lao People's Dem. Rep.,Myanmar,0.003,-0.91,11.139
487,"Other Asia, not elsewhere specified",Myanmar,0.052000000000000005,,13215.868999999999
488,Philippines,Myanmar,0.001,-0.37,4481.732
489,Singapore,Myanmar,90.731,1.52,57683.688
490,Thailand,Myanmar,11.149000000000001,-0.14,5499.867
491,Belgium,Burundi,0.29400000000000004,1.31,12239.12
492,China,Burundi,3.27,-0.49,411379.754
493,Denmark,Burundi,3.417,1.78,7989.049999999999
494,Luxembourg,Burundi,0.046,1.71,127.797
495,South Africa,Burundi,0.05,0.29,58175.628000000004
496,United Arab Emirates,Burundi,1.997,0.55,17822.197999999997
497,Australia,Belarus,0.277,1.58,6158.040999999998
498,Austria,Belarus,0.028999999999999998,1.55,3394.051
499,Belgium,Belarus,0.002,1.31,12239.12
500,Brazil,Belarus,0.119,-0.03,13792.235999999999
501,Bulgaria,Belarus,0.01,0.18,1117.8220000000001
502,China,Belarus,199.982,-0.49,411379.754
503,Czechia,Belarus,0.018000000000000002,0.9,4658.562
504,Estonia,Belarus,0.01,1.07,662.395
505,Finland,Belarus,0.041999999999999996,1.84,2664.9170000000004
506,"France, Monaco",Belarus,0.213,1.19,14637.760999999999
507,Germany,Belarus,1.4140000000000001,1.49,23017.288
508,"China, Hong Kong Special Administrative Region",Belarus,0.6040000000000001,1.35,99971.2
509,Hungary,Belarus,1.8210000000000002,0.75,2429.925
510,Indonesia,Belarus,7.191,-0.49,25303.601000000002
511,Ireland,Belarus,0.004,1.48,1538.568
512,Israel,Belarus,0.020999999999999998,0.63,6832.461
513,Italy,Belarus,0.007,0.63,9579.352
514,Japan,Belarus,10.671,1.23,69993.533
515,Republic of Korea,Belarus,0.085,0.75,28784.924
516,Latvia,Belarus,0.734,0.67,355.83900000000006
517,Lithuania,Belarus,0.952,0.78,458.13199999999995
518,Malaysia,Belarus,0.11199999999999999,0.36,23304.784
519,Mexico,Belarus,0.003,-0.17,19859.502
520,"Other Asia, not elsewhere specified",Belarus,0.018000000000000002,,13215.868999999999
521,Netherlands,Belarus,7.073,1.69,36637.42799999999
522,Poland,Belarus,2.3979999999999997,0.71,21556.831
523,Russian Federation,Belarus,55.602999999999994,-0.71,18765.510000000002
524,India,Belarus,0.019000000000000003,-0.23,12479.099999999999
525,Singapore,Belarus,0.098,1.52,57683.688
526,Slovakia,Belarus,0.008,0.7,1870.2870000000003
527,Sweden,Belarus,0.064,1.73,8622.961
528,"Switzerland, Liechtenstein",Belarus,3.3600000000000003,1.75,3995.692
529,"Switzerland, Liechtenstein",Belarus,3.3600000000000003,1.54,3995.692
530,Turkey,Belarus,0.005,-0.2,7544.607
531,United Kingdom,Belarus,0.436,1.46,34960.074
532,China,Cambodia,82.14,-0.49,411379.754
533,Singapore,Cambodia,25.454,1.52,57683.688
534,Thailand,Cambodia,63.122,-0.14,5499.867
535,United Kingdom,Cambodia,0.019,1.46,34960.074
536,Angola,Cameroon,0.047,-1.14,1332.205
537,Belgium,Cameroon,5.141,1.31,12239.12
538,Canada,Cameroon,0.734,1.62,17531.729000000003
539,China,Cameroon,2249.422,-0.49,411379.754
540,Congo,Cameroon,0.038,-1.12,36.87
541,Denmark,Cameroon,0.136,1.78,7989.049999999999
542,Equatorial Guinea,Cameroon,5.825,-1.29,21.282
543,"France, Monaco",Cameroon,4.213,1.19,14637.760999999999
544,French Polynesia,Cameroon,18.352,,150.138
545,Germany,Cameroon,0.12000000000000001,1.49,23017.288
546,"China, Hong Kong Special Administrative Region",Cameroon,0.773,1.35,99971.2
547,Hungary,Cameroon,0.315,0.75,2429.925
548,Ireland,Cameroon,0.15,1.48,1538.568
549,Italy,Cameroon,0.03,0.63,9579.352
550,Republic of Korea,Cameroon,0.003,0.75,28784.924
551,Malaysia,Cameroon,0.042,0.36,23304.784
552,Mexico,Cameroon,0.016,-0.17,19859.502
553,"Other Asia, not elsewhere specified",Cameroon,0.003,,13215.868999999999
554,Netherlands,Cameroon,0.052,1.69,36637.42799999999
555,"Norway, Svalbard and Jan Mayen",Cameroon,0.023,1.73,2245.9860000000003
556,Philippines,Cameroon,0.002,-0.37,4481.732
557,Poland,Cameroon,0.01,0.71,21556.831
558,Singapore,Cameroon,1.984,1.52,57683.688
559,Viet Nam,Cameroon,0.002,-0.48,5188.044
560,South Africa,Cameroon,11.767,0.29,58175.628000000004
561,"Switzerland, Liechtenstein",Cameroon,0.005,1.75,3995.692
562,"Switzerland, Liechtenstein",Cameroon,0.005,1.54,3995.692
563,Thailand,Cameroon,0.005,-0.14,5499.867
564,United Arab Emirates,Cameroon,10.625,0.55,17822.197999999997
565,Turkey,Cameroon,0.10400000000000001,-0.2,7544.607
566,United Kingdom,Cameroon,0.48600000000000004,1.46,34960.074
567,United Republic of Tanzania,Cameroon,0.02,-0.45,1444.3220000000001
568,Afghanistan,Canada,0.003,-1.65,270.157
569,Australia,Canada,1.488,1.58,6158.040999999998
570,Austria,Canada,2.5260000000000002,1.55,3394.051
571,Bangladesh,Canada,0.219,-0.86,5072.441
572,Belgium,Canada,1.336,1.31,12239.12
573,Bosnia Herzegovina,Canada,0.002,-0.38,60.831999999999994
574,Brazil,Canada,0.038,-0.03,13792.235999999999
575,British Indian Ocean Territories,Canada,0.005,,
576,China,Canada,12462.888,-0.49,411379.754
577,Costa Rica,Canada,0.027,0.62,145.71
578,Czechia,Canada,0.015,0.9,4658.562
579,Denmark,Canada,0.23399999999999999,1.78,7989.049999999999
580,Finland,Canada,0.7609999999999999,1.84,2664.9170000000004
581,"France, Monaco",Canada,9.044,1.19,14637.760999999999
582,Georgia,Canada,0.001,-0.12,131.951
583,Germany,Canada,21.721000000000004,1.49,23017.288
584,"China, Hong Kong Special Administrative Region",Canada,8.473,1.35,99971.2
585,Iceland,Canada,0.109,1.61,103.019
586,Indonesia,Canada,217.676,-0.49,25303.601000000002
587,Ireland,Canada,0.46499999999999997,1.48,1538.568
588,Israel,Canada,232.14000000000001,0.63,6832.461
589,Italy,Canada,0.8280000000000001,0.63,9579.352
590,Japan,Canada,221.65800000000002,1.23,69993.533
591,Republic of Korea,Canada,139.125,0.75,28784.924
592,Latvia,Canada,0.003,0.67,355.83900000000006
593,Luxembourg,Canada,0.158,1.71,127.797
594,Malaysia,Canada,10.995000000000001,0.36,23304.784
595,Malta,Canada,0.015,1.12,58.887
596,Mexico,Canada,1.924,-0.17,19859.502
597,"Other Asia, not elsewhere specified",Canada,276.576,,13215.868999999999
598,Nepal,Canada,0.002,-0.74,28.327
599,Netherlands,Canada,0.262,1.69,36637.42799999999
600,"Norway, Svalbard and Jan Mayen",Canada,2.402,1.73,2245.9860000000003
601,Philippines,Canada,2.238,-0.37,4481.732
602,Poland,Canada,0.041999999999999996,0.71,21556.831
603,Romania,Canada,0.254,0.11,5213.838
604,India,Canada,7.47,-0.23,12479.099999999999
605,Singapore,Canada,1165.932,1.52,57683.688
606,Viet Nam,Canada,33.687,-0.48,5188.044
607,Spain,Canada,0.066,0.95,7276.441000000001
608,Swaziland,Canada,0.139,-0.6,1247.3120000000001
609,Sweden,Canada,2.678,1.73,8622.961
610,"Switzerland, Liechtenstein",Canada,4.875,1.75,3995.692
611,"Switzerland, Liechtenstein",Canada,4.875,1.54,3995.692
612,Thailand,Canada,0.378,-0.14,5499.867
613,United Arab Emirates,Canada,0.218,0.55,17822.197999999997
614,United Kingdom,Canada,39.394000000000005,1.46,34960.074
615,Argentina,Chile,18.419,-0.19,847.389
616,Australia,Chile,0.162,1.58,6158.040999999998
617,Austria,Chile,0.08199999999999999,1.55,3394.051
618,Belgium,Chile,1.101,1.31,12239.12
619,Brazil,Chile,5.0440000000000005,-0.03,13792.235999999999
620,Canada,Chile,0.267,1.62,17531.729000000003
621,China,Chile,878.244,-0.49,411379.754
622,Colombia,Chile,0.013000000000000001,-0.38,582.9689999999999
623,Czechia,Chile,0.093,0.9,4658.562
624,Denmark,Chile,0.194,1.78,7989.049999999999
625,Ecuador,Chile,0.002,-0.63,218.058
626,Finland,Chile,0.095,1.84,2664.9170000000004
627,"France, Monaco",Chile,1.888,1.19,14637.760999999999
628,Germany,Chile,2.949,1.49,23017.288
629,"China, Hong Kong Special Administrative Region",Chile,57.513000000000005,1.35,99971.2
630,Iceland,Chile,0.047,1.61,103.019
631,Indonesia,Chile,37.735,-0.49,25303.601000000002
632,Israel,Chile,35.126000000000005,0.63,6832.461
633,Italy,Chile,0.8280000000000001,0.63,9579.352
634,Japan,Chile,11.321,1.23,69993.533
635,Republic of Korea,Chile,0.45400000000000007,0.75,28784.924
636,Lithuania,Chile,0.011,0.78,458.13199999999995
637,Malaysia,Chile,62.300000000000004,0.36,23304.784
638,Mexico,Chile,0.877,-0.17,19859.502
639,"Other Asia, not elsewhere specified",Chile,0.877,,13215.868999999999
640,Netherlands,Chile,0.067,1.69,36637.42799999999
641,"Norway, Svalbard and Jan Mayen",Chile,0.013,1.73,2245.9860000000003
642,Panama,Chile,1.3739999999999999,0.12,195.44399999999996
643,Philippines,Chile,0.205,-0.37,4481.732
644,Poland,Chile,0.041999999999999996,0.71,21556.831
645,Portugal,Chile,0.142,1.09,724.57
646,Romania,Chile,0.309,0.11,5213.838
647,India,Chile,0.211,-0.23,12479.099999999999
648,Singapore,Chile,13.105,1.52,57683.688
649,Spain,Chile,12.617999999999999,0.95,7276.441000000001
650,Sweden,Chile,1.053,1.73,8622.961
651,"Switzerland, Liechtenstein",Chile,0.262,1.75,3995.692
652,"Switzerland, Liechtenstein",Chile,0.262,1.54,3995.692
653,Thailand,Chile,1.538,-0.14,5499.867
654,United Kingdom,Chile,2.322,1.46,34960.074
655,Australia,China,1.5899999999999999,1.58,6158.040999999998
656,Austria,China,0.722,1.55,3394.051
657,Belgium,China,1.6550000000000002,1.31,12239.12
658,Brazil,China,0.38,-0.03,13792.235999999999
659,Canada,China,4.883,1.62,17531.729000000003
660,Czechia,China,0.09100000000000001,0.9,4658.562
661,Denmark,China,0.537,1.78,7989.049999999999
662,Estonia,China,0.02,1.07,662.395
663,Finland,China,0.036,1.84,2664.9170000000004
664,"France, Monaco",China,47.623000000000005,1.19,14637.760999999999
665,Germany,China,59.294,1.49,23017.288
666,Greece,China,2.026,0.5,3915.5150000000003
667,Honduras,China,0.001,-0.6,72.018
668,"China, Hong Kong Special Administrative Region",China,548.819,1.35,99971.2
669,Hungary,China,2.242,0.75,2429.925
670,Indonesia,China,3411.2070000000003,-0.49,25303.601000000002
671,Ireland,China,0.58,1.48,1538.568
672,Israel,China,972.986,0.63,6832.461
673,Italy,China,6.387,0.63,9579.352
674,Japan,China,10093.01,1.23,69993.533
675,Kazakhstan,China,0.489,-0.56,347.704
676,Republic of Korea,China,280.293,0.75,28784.924
677,Lithuania,China,0.185,0.78,458.13199999999995
678,Malaysia,China,103.981,0.36,23304.784
679,Malta,China,0.009,1.12,58.887
680,Mexico,China,70.063,-0.17,19859.502
681,"Other Asia, not elsewhere specified",China,48.153,,13215.868999999999
682,Namibia,China,0.005,0.32,14860.949999999999
683,Netherlands,China,2.934,1.69,36637.42799999999
684,New Zealand,China,0.038,1.78,474.91700000000003
685,Nigeria,China,0.944,-1.11,2730.0199999999995
686,"Norway, Svalbard and Jan Mayen",China,1.855,1.73,2245.9860000000003
687,Pakistan,China,5.095,-0.99,6553.291
688,Philippines,China,7.2829999999999995,-0.37,4481.732
689,Poland,China,18.896,0.71,21556.831
690,India,China,42.751,-0.23,12479.099999999999
691,Singapore,China,12325.647,1.52,57683.688
692,Slovenia,China,0.374,0.97,761.7780000000001
693,Spain,China,1.4220000000000002,0.95,7276.441000000001
694,Swaziland,China,0.143,-0.6,1247.3120000000001
695,Sweden,China,2.026,1.73,8622.961
696,"Switzerland, Liechtenstein",China,107.30699999999999,1.75,3995.692
697,"Switzerland, Liechtenstein",China,107.30699999999999,1.54,3995.692
698,Thailand,China,4.132000000000001,-0.14,5499.867
699,United Arab Emirates,China,18.743,0.55,17822.197999999997
700,United Kingdom,China,21.26,1.46,34960.074
701,Austria,Colombia,0.117,1.55,3394.051
702,Belgium,Colombia,0.18000000000000002,1.31,12239.12
703,Brazil,Colombia,0.35100000000000003,-0.03,13792.235999999999
704,Bulgaria,Colombia,0.002,0.18,1117.8220000000001
705,Canada,Colombia,0.357,1.62,17531.729000000003
706,Chile,Colombia,0.194,1.12,1175.6370000000002
707,China,Colombia,470.707,-0.49,411379.754
708,Czechia,Colombia,0.165,0.9,4658.562
709,Denmark,Colombia,0.028,1.78,7989.049999999999
710,Ecuador,Colombia,0.22700000000000004,-0.63,218.058
711,Finland,Colombia,0.016,1.84,2664.9170000000004
712,"France, Monaco",Colombia,0.301,1.19,14637.760999999999
713,Germany,Colombia,1.577,1.49,23017.288
714,Guatemala,Colombia,0.011,-0.6,226.006
715,"China, Hong Kong Special Administrative Region",Colombia,2.231,1.35,99971.2
716,Indonesia,Colombia,9.263,-0.49,25303.601000000002
717,Ireland,Colombia,0.003,1.48,1538.568
718,Israel,Colombia,0.192,0.63,6832.461
719,Italy,Colombia,0.5539999999999999,0.63,9579.352
720,Japan,Colombia,10.667,1.23,69993.533
721,Republic of Korea,Colombia,0.9410000000000001,0.75,28784.924
722,Malaysia,Colombia,0.5710000000000001,0.36,23304.784
723,Mexico,Colombia,0.396,-0.17,19859.502
724,"Other Asia, not elsewhere specified",Colombia,0.15100000000000002,,13215.868999999999
725,"Norway, Svalbard and Jan Mayen",Colombia,0.426,1.73,2245.9860000000003
726,Panama,Colombia,0.001,0.12,195.44399999999996
727,Philippines,Colombia,0.009000000000000001,-0.37,4481.732
728,Poland,Colombia,0.043000000000000003,0.71,21556.831
729,Romania,Colombia,0.004,0.11,5213.838
730,Russian Federation,Colombia,0.10099999999999999,-0.71,18765.510000000002
731,India,Colombia,0.005,-0.23,12479.099999999999
732,Singapore,Colombia,46.709,1.52,57683.688
733,Slovenia,Colombia,0.003,0.97,761.7780000000001
734,Spain,Colombia,0.07700000000000001,0.95,7276.441000000001
735,Sweden,Colombia,0.09299999999999999,1.73,8622.961
736,"Switzerland, Liechtenstein",Colombia,0.067,1.75,3995.692
737,"Switzerland, Liechtenstein",Colombia,0.067,1.54,3995.692
738,Thailand,Colombia,0.002,-0.14,5499.867
739,United Arab Emirates,Colombia,0.261,0.55,17822.197999999997
740,United Kingdom,Colombia,1.038,1.46,34960.074
741,"China, Hong Kong Special Administrative Region",Comoros,0.094,1.35,99971.2
742,Angola,Congo,0.157,-1.14,1332.205
743,Belgium,Congo,0.5579999999999999,1.31,12239.12
744,Canada,Congo,0.001,1.62,17531.729000000003
745,China,Congo,14.191,-0.49,411379.754
746,Denmark,Congo,0.049,1.78,7989.049999999999
747,"France, Monaco",Congo,1.17,1.19,14637.760999999999
748,Germany,Congo,0.146,1.49,23017.288
749,Italy,Congo,0.13,0.63,9579.352
750,Republic of Korea,Congo,0.017,0.75,28784.924
751,Netherlands,Congo,0.181,1.69,36637.42799999999
752,"Norway, Svalbard and Jan Mayen",Congo,0.032,1.73,2245.9860000000003
753,Portugal,Congo,0.091,1.09,724.57
754,Romania,Congo,0.004,0.11,5213.838
755,Singapore,Congo,1.097,1.52,57683.688
756,United Arab Emirates,Congo,4.924,0.55,17822.197999999997
757,United Kingdom,Congo,0.128,1.46,34960.074
758,Austria,Costa Rica,0.004,1.55,3394.051
759,Brazil,Costa Rica,0.113,-0.03,13792.235999999999
760,Canada,Costa Rica,0.015,1.62,17531.729000000003
761,China,Costa Rica,82.872,-0.49,411379.754
762,Colombia,Costa Rica,0.001,-0.38,582.9689999999999
763,El Salvador,Costa Rica,0.001,-0.21,280.12299999999993
764,"France, Monaco",Costa Rica,0.035,1.19,14637.760999999999
765,Germany,Costa Rica,0.104,1.49,23017.288
766,Guatemala,Costa Rica,0.156,-0.6,226.006
767,"China, Hong Kong Special Administrative Region",Costa Rica,0.238,1.35,99971.2
768,Hungary,Costa Rica,0.001,0.75,2429.925
769,Indonesia,Costa Rica,2.467,-0.49,25303.601000000002
770,Israel,Costa Rica,0.21100000000000002,0.63,6832.461
771,Japan,Costa Rica,2.812,1.23,69993.533
772,Malaysia,Costa Rica,0.001,0.36,23304.784
773,Mexico,Costa Rica,0.8300000000000001,-0.17,19859.502
774,"Other Asia, not elsewhere specified",Costa Rica,5.512,,13215.868999999999
775,Nicaragua,Costa Rica,0.185,-0.58,24.707
776,Panama,Costa Rica,1.4340000000000002,0.12,195.44399999999996
777,Peru,Costa Rica,0.003,-0.25,201.284
778,Poland,Costa Rica,0.013000000000000001,0.71,21556.831
779,Singapore,Costa Rica,1.383,1.52,57683.688
780,Spain,Costa Rica,0.647,0.95,7276.441000000001
781,Sweden,Costa Rica,0.23500000000000001,1.73,8622.961
782,"Switzerland, Liechtenstein",Costa Rica,0.035,1.75,3995.692
783,"Switzerland, Liechtenstein",Costa Rica,0.035,1.54,3995.692
784,Thailand,Costa Rica,0.09,-0.14,5499.867
785,United Kingdom,Costa Rica,0.158,1.46,34960.074
786,Austria,Croatia,1.7799999999999998,1.55,3394.051
787,Belgium,Croatia,0.477,1.31,12239.12
788,Bosnia Herzegovina,Croatia,0.21000000000000002,-0.38,60.831999999999994
789,Canada,Croatia,0.011,1.62,17531.729000000003
790,China,Croatia,67.582,-0.49,411379.754
791,Czechia,Croatia,1.0470000000000002,0.9,4658.562
792,Denmark,Croatia,0.386,1.78,7989.049999999999
793,Estonia,Croatia,0.105,1.07,662.395
794,Finland,Croatia,0.171,1.84,2664.9170000000004
795,"France, Monaco",Croatia,0.744,1.19,14637.760999999999
796,Germany,Croatia,20.826999999999998,1.49,23017.288
797,Greece,Croatia,3.977,0.5,3915.5150000000003
798,"China, Hong Kong Special Administrative Region",Croatia,0.355,1.35,99971.2
799,Hungary,Croatia,7.657,0.75,2429.925
800,Indonesia,Croatia,0.003,-0.49,25303.601000000002
801,Ireland,Croatia,0.008,1.48,1538.568
802,Italy,Croatia,13.203999999999999,0.63,9579.352
803,Japan,Croatia,0.061000000000000006,1.23,69993.533
804,Republic of Korea,Croatia,0.10500000000000001,0.75,28784.924
805,Lithuania,Croatia,0.219,0.78,458.13199999999995
806,Luxembourg,Croatia,0.004,1.71,127.797
807,"Other Asia, not elsewhere specified",Croatia,2.117,,13215.868999999999
808,Montenegro,Croatia,0.414,0.05,30.244
809,Netherlands,Croatia,2.4859999999999998,1.69,36637.42799999999
810,New Zealand,Croatia,0.001,1.78,474.91700000000003
811,"Norway, Svalbard and Jan Mayen",Croatia,0.026,1.73,2245.9860000000003
812,Poland,Croatia,11.149999999999999,0.71,21556.831
813,Romania,Croatia,0.024,0.11,5213.838
814,Serbia,Croatia,0.007,-0.32,640.7230000000002
815,Singapore,Croatia,0.241,1.52,57683.688
816,Slovakia,Croatia,2.5100000000000002,0.7,1870.2870000000003
817,Slovenia,Croatia,1.4,0.97,761.7780000000001
818,Spain,Croatia,0.571,0.95,7276.441000000001
819,Sweden,Croatia,1.239,1.73,8622.961
820,"Switzerland, Liechtenstein",Croatia,0.102,1.75,3995.692
821,"Switzerland, Liechtenstein",Croatia,0.102,1.54,3995.692
822,United Arab Emirates,Croatia,0.003,0.55,17822.197999999997
823,United Kingdom,Croatia,5.861000000000001,1.46,34960.074
824,Australia,Cyprus,0.005,1.58,6158.040999999998
825,Austria,Cyprus,0.306,1.55,3394.051
826,Belgium,Cyprus,0.624,1.31,12239.12
827,Brazil,Cyprus,0.062,-0.03,13792.235999999999
828,Bulgaria,Cyprus,0.023,0.18,1117.8220000000001
829,Canada,Cyprus,0.007,1.62,17531.729000000003
830,China,Cyprus,22.195999999999998,-0.49,411379.754
831,Czechia,Cyprus,0.276,0.9,4658.562
832,Denmark,Cyprus,0.06,1.78,7989.049999999999
833,Finland,Cyprus,0.001,1.84,2664.9170000000004
834,"France, Monaco",Cyprus,1.3739999999999999,1.19,14637.760999999999
835,Germany,Cyprus,7.2509999999999994,1.49,23017.288
836,Greece,Cyprus,32.753,0.5,3915.5150000000003
837,"China, Hong Kong Special Administrative Region",Cyprus,1.6099999999999999,1.35,99971.2
