,k,sources,targets,q_total
43975,850440,Denmark,Cabo Verde,0.20500000000000002
43976,850440,Finland,Cabo Verde,0.126
43977,282739,"France, Monaco",Cabo Verde,0.001
43978,841810,"France, Monaco",Cabo Verde,2.214
43979,841869,"France, Monaco",Cabo Verde,2.548
43980,850440,"France, Monaco",Cabo Verde,0.8540000000000001
43981,854140,"France, Monaco",Cabo Verde,4.584
43982,841810,Germany,Cabo Verde,25.14
43983,841850,Germany,Cabo Verde,3.815
43984,841891,Germany,Cabo Verde,0.022
43985,841899,Germany,Cabo Verde,0.683
43986,850440,Germany,Cabo Verde,0.741
43987,854140,Germany,Cabo Verde,7.0169999999999995
43988,841810,Indonesia,Cabo Verde,24.473
43989,841810,Italy,Cabo Verde,1.191
43990,841850,Italy,Cabo Verde,8.277999999999999
43991,841869,Italy,Cabo Verde,6.125
43992,841899,Italy,Cabo Verde,53.706
43993,850440,Italy,Cabo Verde,1.147
43994,854140,Italy,Cabo Verde,5.454
43995,841861,Japan,Cabo Verde,0.96
43996,841899,Japan,Cabo Verde,1.195
43997,841850,Netherlands,Cabo Verde,0.5569999999999999
43998,283329,Portugal,Cabo Verde,19.208
43999,841199,Portugal,Cabo Verde,0.091
44000,841810,Portugal,Cabo Verde,139.98899999999998
44001,841830,Portugal,Cabo Verde,91.17099999999999
44002,841840,Portugal,Cabo Verde,12.395
44003,841850,Portugal,Cabo Verde,176.515
44004,841869,Portugal,Cabo Verde,104.75899999999999
44005,841891,Portugal,Cabo Verde,29.910999999999998
44006,841899,Portugal,Cabo Verde,94.875
44007,842112,Portugal,Cabo Verde,1.056
44008,850440,Portugal,Cabo Verde,59.89
44009,854140,Portugal,Cabo Verde,94.49799999999999
44010,841850,Romania,Cabo Verde,7.056
44011,841850,Slovakia,Cabo Verde,0.2
44012,841810,Spain,Cabo Verde,0.22799999999999998
44013,841850,Spain,Cabo Verde,9.24
44014,841869,Spain,Cabo Verde,111.356
44015,841899,Spain,Cabo Verde,23.900000000000002
44016,850440,Spain,Cabo Verde,3.606
44017,854140,Spain,Cabo Verde,13.302999999999999
44018,841850,"Switzerland, Liechtenstein",Cabo Verde,2.0
44019,850440,United Arab Emirates,Cabo Verde,0.23399999999999999
44020,850440,United Kingdom,Cabo Verde,0.212
44021,283329,Belgium,Chad,0.069
44022,841199,Belgium,Chad,0.119
44023,850440,Belgium,Chad,0.556
44024,840690,China,Chad,0.831
44025,841810,China,Chad,12.517
44026,841830,China,Chad,66.69399999999999
44027,841869,China,Chad,30.584999999999997
44028,841899,China,Chad,3.218
44029,850440,China,Chad,23.275
44030,854140,China,Chad,7.5329999999999995
44031,841899,Denmark,Chad,0.41700000000000004
44032,850440,Denmark,Chad,2.194
44033,850440,Finland,Chad,1.171
44034,854140,Finland,Chad,1.398
44035,841830,"France, Monaco",Chad,16.003
44036,841840,"France, Monaco",Chad,0.28099999999999997
44037,841850,"France, Monaco",Chad,24.118000000000002
44038,841869,"France, Monaco",Chad,26.181
44039,841899,"France, Monaco",Chad,23.703000000000003
44040,850440,"France, Monaco",Chad,54.025999999999996
44041,854140,"France, Monaco",Chad,70.118
44042,841899,Germany,Chad,0.003
44043,850440,Germany,Chad,3.038
44044,854140,Germany,Chad,34.977
44045,850440,"China, Hong Kong Special Administrative Region",Chad,8.279
44046,841199,Italy,Chad,0.02
44047,841840,Italy,Chad,3.4099999999999997
44048,841850,Italy,Chad,31.99
44049,841869,Italy,Chad,0.658
44050,841899,Italy,Chad,0.272
44051,850440,Italy,Chad,32.693
44052,850440,Republic of Korea,Chad,0.032
44053,841830,Lebanon,Chad,1.6440000000000001
44054,850440,Lebanon,Chad,0.892
44055,282739,Netherlands,Chad,0.005
44056,841199,Netherlands,Chad,3.1079999999999997
44057,841850,Netherlands,Chad,0.336
44058,850440,Netherlands,Chad,2.669
44059,854140,Netherlands,Chad,0.003
44060,854140,Poland,Chad,0.182
44061,841199,Portugal,Chad,0.21100000000000002
44062,841199,Saudi Arabia,Chad,2.0
44063,850440,Serbia,Chad,0.005
44064,850440,Slovakia,Chad,0.104
44065,850440,South Africa,Chad,10.139000000000001
44066,854140,South Africa,Chad,6.996
44067,841810,Spain,Chad,13.2
44068,850440,Sweden,Chad,1.085
44069,841199,United Arab Emirates,Chad,1.3519999999999999
44070,841810,United Arab Emirates,Chad,16.424
44071,841850,United Arab Emirates,Chad,2.891
44072,850440,United Arab Emirates,Chad,3.981
44073,841869,Tunisia,Chad,0.06
44074,841810,Turkey,Chad,44.918
44075,841840,Turkey,Chad,11.399000000000001
44076,841850,Turkey,Chad,3.162
44077,841869,Turkey,Chad,15.417000000000002
44078,854140,Turkey,Chad,0.056
44079,850440,"USA, Puerto Rico and US Virgin Islands",Chad,9.978
44080,850440,Australia,Congo,0.01
44081,850440,Austria,Congo,0.252
44082,283329,Belgium,Congo,5.634
44083,841199,Belgium,Congo,0.769
44084,841830,Belgium,Congo,2.44
44085,841850,Belgium,Congo,18.1
44086,841861,Belgium,Congo,1.046
44087,841899,Belgium,Congo,12.408
44088,850440,Belgium,Congo,0.6639999999999999
44089,854140,Belgium,Congo,0.003
44090,841869,Brazil,Congo,18.736
44091,850440,Brazil,Congo,5.353
44092,854140,Brazil,Congo,0.306
44093,841810,Canada,Congo,0.086
44094,850440,Canada,Congo,0.065
44095,841810,China,Congo,291.54900000000004
44096,841830,China,Congo,4773.54
44097,841850,China,Congo,136.042
44098,841869,China,Congo,230.07
44099,841899,China,Congo,67.77000000000001
44100,850440,China,Congo,467.183
44101,854140,China,Congo,282.00800000000004
44102,841830,Denmark,Congo,2.819
44103,841899,Denmark,Congo,0.397
44104,850440,Denmark,Congo,0.365
44105,850440,Finland,Congo,3.848
44106,854140,Finland,Congo,1.735
44107,810520,"France, Monaco",Congo,0.065
44108,841199,"France, Monaco",Congo,76.007
44109,841810,"France, Monaco",Congo,29.721000000000004
44110,841830,"France, Monaco",Congo,21.114
44111,841840,"France, Monaco",Congo,11.358
44112,841850,"France, Monaco",Congo,101.99799999999999
44113,841861,"France, Monaco",Congo,30.999
44114,841869,"France, Monaco",Congo,150.451
44115,841899,"France, Monaco",Congo,74.255
44116,850440,"France, Monaco",Congo,224.44
44117,854140,"France, Monaco",Congo,15.902999999999999
44118,841199,Germany,Congo,0.31300000000000006
44119,841830,Germany,Congo,2.878
44120,841850,Germany,Congo,17.994
44121,841899,Germany,Congo,0.157
44122,850440,Germany,Congo,7.378
44123,854140,Germany,Congo,8.262
44124,850440,"China, Hong Kong Special Administrative Region",Congo,2306.409
44125,841810,Indonesia,Congo,27.044999999999998
44126,841899,Israel,Congo,5.527
44127,840690,Italy,Congo,1.425
44128,841199,Italy,Congo,737.672
44129,841810,Italy,Congo,6.737
44130,841830,Italy,Congo,14.232000000000001
44131,841840,Italy,Congo,4.588000000000001
44132,841850,Italy,Congo,32.81
44133,841869,Italy,Congo,41.015
44134,841899,Italy,Congo,10.201
44135,850440,Italy,Congo,205.796
44136,854140,Italy,Congo,21.996
44137,850440,Japan,Congo,0.203
44138,841810,Republic of Korea,Congo,30.178
44139,841899,Republic of Korea,Congo,0.14100000000000001
44140,850440,Republic of Korea,Congo,0.5650000000000001
44141,841810,Lebanon,Congo,10.863999999999999
44142,841830,Lebanon,Congo,1.564
44143,841840,Lebanon,Congo,3.1100000000000003
44144,841850,Lebanon,Congo,11.405000000000001
44145,841869,Lebanon,Congo,110.656
44146,841891,Lebanon,Congo,219.80200000000002
44147,841899,Lebanon,Congo,16.596
44148,850440,Lebanon,Congo,12.911
44149,850440,Latvia,Congo,0.007
44150,841850,Luxembourg,Congo,2.782
44151,841899,Luxembourg,Congo,0.11
44152,840690,Netherlands,Congo,0.008
44153,841850,Netherlands,Congo,4.754
44154,841899,Netherlands,Congo,103.557
44155,850440,Netherlands,Congo,124.834
44156,854140,Netherlands,Congo,0.011
44157,841199,"Norway, Svalbard and Jan Mayen",Congo,0.21
44158,850440,"Norway, Svalbard and Jan Mayen",Congo,0.32200000000000006
44159,841810,Portugal,Congo,0.103
44160,841830,Portugal,Congo,142.798
44161,841869,Portugal,Congo,14.639999999999999
44162,841899,Portugal,Congo,0.299
44163,850440,Portugal,Congo,0.251
44164,282739,Singapore,Congo,0.01
44165,841199,Singapore,Congo,0.004
44166,841810,Singapore,Congo,7.443
44167,841830,Singapore,Congo,22.596
44168,841840,Singapore,Congo,5.17
44169,841850,Singapore,Congo,0.358
44170,841869,Singapore,Congo,1.3150000000000002
44171,841899,Singapore,Congo,0.269
44172,850440,Singapore,Congo,4.99
44173,850440,Slovakia,Congo,18.259
44174,841199,South Africa,Congo,1.636
44175,841810,South Africa,Congo,0.759
44176,841830,South Africa,Congo,100.19200000000001
44177,841840,South Africa,Congo,30.099
44178,841850,South Africa,Congo,1.294
44179,841861,South Africa,Congo,8.33
44180,841869,South Africa,Congo,30.219
44181,841891,South Africa,Congo,0.478
44182,841899,South Africa,Congo,54.941
44183,842112,South Africa,Congo,3.743
44184,850440,South Africa,Congo,50.004000000000005
44185,854140,South Africa,Congo,33.572
44186,841830,Spain,Congo,0.778
44187,841850,Spain,Congo,2.998
44188,841861,Spain,Congo,3.572
44189,850440,Spain,Congo,2.009
44190,854140,Spain,Congo,6.63
44191,841899,Sweden,Congo,0.151
44192,850440,Sweden,Congo,0.7420000000000001
44193,841810,"Switzerland, Liechtenstein",Congo,1.12
44194,850440,"Switzerland, Liechtenstein",Congo,0.263
44195,841810,Thailand,Congo,91.31200000000001
44196,841850,Thailand,Congo,230.971
44197,841869,Thailand,Congo,0.193
44198,841899,Thailand,Congo,5.877
44199,850440,Thailand,Congo,0.028999999999999998
44200,841810,United Arab Emirates,Congo,83.30699999999999
44201,841830,United Arab Emirates,Congo,293.401
44202,841840,United Arab Emirates,Congo,67.38499999999999
44203,841850,United Arab Emirates,Congo,118.814
44204,841861,United Arab Emirates,Congo,1.195
44205,841869,United Arab Emirates,Congo,55.147999999999996
44206,841891,United Arab Emirates,Congo,7.938
44207,841899,United Arab Emirates,Congo,226.337
44208,850440,United Arab Emirates,Congo,116.271
44209,841810,Turkey,Congo,24.307
44210,841840,Turkey,Congo,18.174
44211,850440,Turkey,Congo,5.27
44212,283329,United Kingdom,Congo,92.48
44213,840690,United Kingdom,Congo,1.5870000000000002
44214,841199,United Kingdom,Congo,0.324
44215,841899,United Kingdom,Congo,1.337
44216,850440,United Kingdom,Congo,2.201
44217,283329,"USA, Puerto Rico and US Virgin Islands",Congo,1.879
44218,841850,"USA, Puerto Rico and US Virgin Islands",Congo,1.7320000000000002
44219,841869,"USA, Puerto Rico and US Virgin Islands",Congo,1.4220000000000002
44220,841899,"USA, Puerto Rico and US Virgin Islands",Congo,3.024
44221,850440,"USA, Puerto Rico and US Virgin Islands",Congo,25.316999999999997
44222,850440,Australia,Democratic Republic of the Congo,1.049
44223,841850,Austria,Democratic Republic of the Congo,3.034
44224,841899,Austria,Democratic Republic of the Congo,0.087
44225,842112,Austria,Democratic Republic of the Congo,0.026
44226,850440,Austria,Democratic Republic of the Congo,3.84
44227,854140,Austria,Democratic Republic of the Congo,0.197
44228,282739,Belgium,Democratic Republic of the Congo,21.567999999999998
44229,283329,Belgium,Democratic Republic of the Congo,8.679
44230,840681,Belgium,Democratic Republic of the Congo,13.714
44231,840690,Belgium,Democratic Republic of the Congo,1.29
44232,841199,Belgium,Democratic Republic of the Congo,0.03
44233,841810,Belgium,Democratic Republic of the Congo,4.732
44234,841830,Belgium,Democratic Republic of the Congo,14.115
44235,841840,Belgium,Democratic Republic of the Congo,89.565
44236,841850,Belgium,Democratic Republic of the Congo,38.187
44237,841861,Belgium,Democratic Republic of the Congo,1.137
44238,841869,Belgium,Democratic Republic of the Congo,14.365
44239,841899,Belgium,Democratic Republic of the Congo,332.348
44240,850440,Belgium,Democratic Republic of the Congo,37.446
44241,854140,Belgium,Democratic Republic of the Congo,22.383
44242,841810,Canada,Democratic Republic of the Congo,0.005
44243,840690,China,Democratic Republic of the Congo,0.55
44244,841810,China,Democratic Republic of the Congo,250.59099999999998
44245,841830,China,Democratic Republic of the Congo,7230.941
44246,841840,China,Democratic Republic of the Congo,118.245
44247,841850,China,Democratic Republic of the Congo,354.603
44248,841869,China,Democratic Republic of the Congo,191.92000000000002
44249,841899,China,Democratic Republic of the Congo,17.413
44250,842112,China,Democratic Republic of the Congo,4.349
44251,850440,China,Democratic Republic of the Congo,1848.4629999999997
44252,854140,China,Democratic Republic of the Congo,324.436
44253,850440,Denmark,Democratic Republic of the Congo,0.525
44254,850440,Finland,Democratic Republic of the Congo,3.3369999999999997
44255,840690,"France, Monaco",Democratic Republic of the Congo,0.073
44256,841810,"France, Monaco",Democratic Republic of the Congo,1.851
44257,841830,"France, Monaco",Democratic Republic of the Congo,0.278
44258,841840,"France, Monaco",Democratic Republic of the Congo,2.795
44259,841850,"France, Monaco",Democratic Republic of the Congo,10.321
44260,841869,"France, Monaco",Democratic Republic of the Congo,11.908
44261,841899,"France, Monaco",Democratic Republic of the Congo,1.7510000000000001
44262,850440,"France, Monaco",Democratic Republic of the Congo,80.557
44263,854140,"France, Monaco",Democratic Republic of the Congo,10.025
44264,282739,Germany,Democratic Republic of the Congo,7.05
44265,841810,Germany,Democratic Republic of the Congo,5.66
44266,841830,Germany,Democratic Republic of the Congo,1.7530000000000001
44267,841840,Germany,Democratic Republic of the Congo,2.9219999999999997
44268,841850,Germany,Democratic Republic of the Congo,36.8
44269,841869,Germany,Democratic Republic of the Congo,107.80099999999999
44270,850440,Germany,Democratic Republic of the Congo,32.088
44271,854140,Germany,Democratic Republic of the Congo,7.1259999999999994
44272,850440,"China, Hong Kong Special Administrative Region",Democratic Republic of the Congo,3.7680000000000002
44273,841810,Indonesia,Democratic Republic of the Congo,34.80799999999999
44274,841850,Indonesia,Democratic Republic of the Congo,187.58200000000002
44275,841199,Italy,Democratic Republic of the Congo,1.177
44276,841810,Italy,Democratic Republic of the Congo,0.51
44277,841830,Italy,Democratic Republic of the Congo,30.744
44278,841850,Italy,Democratic Republic of the Congo,30.532999999999998
44279,841899,Italy,Democratic Republic of the Congo,1.743
44280,850440,Italy,Democratic Republic of the Congo,50.022000000000006
44281,854140,Italy,Democratic Republic of the Congo,32.477000000000004
44282,850440,Japan,Democratic Republic of the Congo,0.446
44283,841810,Republic of Korea,Democratic Republic of the Congo,30.723999999999997
44284,841899,Republic of Korea,Democratic Republic of the Congo,0.013
44285,841850,Luxembourg,Democratic Republic of the Congo,629.242
44286,841899,Luxembourg,Democratic Republic of the Congo,0.355
44287,841810,Namibia,Democratic Republic of the Congo,0.726
44288,841850,Netherlands,Democratic Republic of the Congo,22.337
44289,841869,Netherlands,Democratic Republic of the Congo,36.417
44290,841899,Netherlands,Democratic Republic of the Congo,110.15400000000001
44291,850440,Netherlands,Democratic Republic of the Congo,65.36800000000001
44292,850440,"Norway, Svalbard and Jan Mayen",Democratic Republic of the Congo,0.024
44293,850440,Poland,Democratic Republic of the Congo,0.184
44294,841830,Portugal,Democratic Republic of the Congo,185.47500000000002
44295,841850,Portugal,Democratic Republic of the Congo,3.194
44296,841869,Portugal,Democratic Republic of the Congo,1.899
44297,841899,Portugal,Democratic Republic of the Congo,0.257
44298,850440,Portugal,Democratic Republic of the Congo,0.215
44299,850440,Russian Federation,Democratic Republic of the Congo,0.008
44300,841830,Singapore,Democratic Republic of the Congo,1.421
44301,841840,Singapore,Democratic Republic of the Congo,1.854
44302,841869,Singapore,Democratic Republic of the Congo,1.326
44303,841899,Singapore,Democratic Republic of the Congo,0.001
44304,850440,Singapore,Democratic Republic of the Congo,0.685
44305,850440,Slovakia,Democratic Republic of the Congo,0.313
44306,260500,South Africa,Democratic Republic of the Congo,5.719
44307,282200,South Africa,Democratic Republic of the Congo,50.028999999999996
44308,282739,South Africa,Democratic Republic of the Congo,23.641
44309,283329,South Africa,Democratic Republic of the Congo,1620.8770000000002
44310,810520,South Africa,Democratic Republic of the Congo,0.019000000000000003
44311,840690,South Africa,Democratic Republic of the Congo,25.011
44312,841199,South Africa,Democratic Republic of the Congo,0.902
44313,841810,South Africa,Democratic Republic of the Congo,621.2189999999999
44314,841830,South Africa,Democratic Republic of the Congo,481.35900000000004
44315,841840,South Africa,Democratic Republic of the Congo,21.332
44316,841850,South Africa,Democratic Republic of the Congo,841.0369999999999
44317,841861,South Africa,Democratic Republic of the Congo,451.87199999999996
44318,841869,South Africa,Democratic Republic of the Congo,306.204
44319,841891,South Africa,Democratic Republic of the Congo,32.382000000000005
44320,841899,South Africa,Democratic Republic of the Congo,216.333
44321,842112,South Africa,Democratic Republic of the Congo,1815.3000000000002
44322,850440,South Africa,Democratic Republic of the Congo,1142.138
44323,854140,South Africa,Democratic Republic of the Congo,336.603
44324,850440,Spain,Democratic Republic of the Congo,4.835000000000001
44325,850440,Sweden,Democratic Republic of the Congo,124.721
44326,854140,Sweden,Democratic Republic of the Congo,0.47
44327,841810,"Switzerland, Liechtenstein",Democratic Republic of the Congo,1.34
44328,841830,"Switzerland, Liechtenstein",Democratic Republic of the Congo,3.723
44329,841840,"Switzerland, Liechtenstein",Democratic Republic of the Congo,4.21
44330,850440,"Switzerland, Liechtenstein",Democratic Republic of the Congo,7.651000000000001
44331,841810,United Arab Emirates,Democratic Republic of the Congo,90.45700000000001
44332,841830,United Arab Emirates,Democratic Republic of the Congo,277.376
44333,841840,United Arab Emirates,Democratic Republic of the Congo,7.338
44334,841850,United Arab Emirates,Democratic Republic of the Congo,97.774
44335,841861,United Arab Emirates,Democratic Republic of the Congo,17.54
44336,841869,United Arab Emirates,Democratic Republic of the Congo,29.23
44337,841899,United Arab Emirates,Democratic Republic of the Congo,456.743
44338,842112,United Arab Emirates,Democratic Republic of the Congo,0.084
44339,850440,United Arab Emirates,Democratic Republic of the Congo,131.306
44340,854140,United Arab Emirates,Democratic Republic of the Congo,0.14
44341,841810,Uganda,Democratic Republic of the Congo,3.8760000000000003
44342,841830,Uganda,Democratic Republic of the Congo,9.367
44343,841840,Uganda,Democratic Republic of the Congo,0.12
44344,841850,Uganda,Democratic Republic of the Congo,6.59
44345,841899,Uganda,Democratic Republic of the Congo,4.515000000000001
44346,850440,Uganda,Democratic Republic of the Congo,2.9619999999999997
44347,854140,Uganda,Democratic Republic of the Congo,5.627000000000001
44348,283329,United Kingdom,Democratic Republic of the Congo,220.0
44349,840690,United Kingdom,Democratic Republic of the Congo,0.295
