,k,sources,targets,q_total
8780,282739,Belgium,Denmark,15.451999999999998
8781,283329,Belgium,Denmark,210.96800000000002
8782,810520,Belgium,Denmark,1.9980000000000002
8783,841199,Belgium,Denmark,46.574000000000005
8784,841810,Belgium,Denmark,13.224
8785,841830,Belgium,Denmark,1.705
8786,841840,Belgium,Denmark,34.153999999999996
8787,841850,Belgium,Denmark,240.734
8788,841861,Belgium,Denmark,11.727
8789,841869,Belgium,Denmark,223.58599999999998
8790,841891,Belgium,Denmark,6.412
8791,841899,Belgium,Denmark,1067.853
8792,850440,Belgium,Denmark,137.168
8793,854140,Belgium,Denmark,807.674
8794,841810,Bosnia Herzegovina,Denmark,378.23100000000005
8795,841899,Bosnia Herzegovina,Denmark,0.026
8796,850440,Bosnia Herzegovina,Denmark,0.038000000000000006
8797,841899,Brazil,Denmark,130.421
8798,850440,Brazil,Denmark,0.47
8799,854140,Brazil,Denmark,0.14800000000000002
8800,854140,Brunei Darussalam,Denmark,0.541
8801,282739,Bulgaria,Denmark,0.806
8802,711510,Bulgaria,Denmark,0.036
8803,841810,Bulgaria,Denmark,383.764
8804,841840,Bulgaria,Denmark,48.501999999999995
8805,841861,Bulgaria,Denmark,0.259
8806,841869,Bulgaria,Denmark,4.0409999999999995
8807,841899,Bulgaria,Denmark,13.739
8808,850440,Bulgaria,Denmark,15.088000000000001
8809,854140,Bulgaria,Denmark,14.959
8810,850440,Cameroon,Denmark,0.001
8811,854140,Cameroon,Denmark,0.051
8812,283329,Canada,Denmark,2392.196
8813,841199,Canada,Denmark,0.04
8814,841869,Canada,Denmark,0.103
8815,841899,Canada,Denmark,2.0340000000000003
8816,850440,Canada,Denmark,27.814
8817,854140,Canada,Denmark,0.121
8818,854140,Cayman Islands,Denmark,15.227
8819,841899,Sri Lanka,Denmark,0.294
8820,850440,Sri Lanka,Denmark,1.1280000000000001
8821,850440,Chile,Denmark,3.5220000000000002
8822,283329,China,Denmark,809.867
8823,840690,China,Denmark,44.158
8824,841199,China,Denmark,5.03
8825,841810,China,Denmark,1219.801
8826,841830,China,Denmark,2558.7889999999998
8827,841840,China,Denmark,1699.509
8828,841850,China,Denmark,5592.657999999999
8829,841861,China,Denmark,478.172
8830,841869,China,Denmark,14127.970000000001
8831,841891,China,Denmark,0.787
8832,841899,China,Denmark,1577.0
8833,842112,China,Denmark,8.732000000000001
8834,850440,China,Denmark,4072.379
8835,854140,China,Denmark,20928.417999999998
8836,850440,Colombia,Denmark,0.026
8837,850440,Costa Rica,Denmark,1.695
8838,854140,Costa Rica,Denmark,0.003
8839,841810,Croatia,Denmark,12.005
8840,841830,Croatia,Denmark,8.219
8841,841869,Croatia,Denmark,164.49900000000002
8842,841899,Croatia,Denmark,12.599
8843,850440,Croatia,Denmark,66.488
8844,854140,Croatia,Denmark,21.78
8845,850440,Cyprus,Denmark,0.14800000000000002
8846,283329,Czechia,Denmark,2500.9880000000003
8847,840690,Czechia,Denmark,0.011
8848,841810,Czechia,Denmark,38.683
8849,841830,Czechia,Denmark,0.488
8850,841840,Czechia,Denmark,0.272
8851,841850,Czechia,Denmark,1946.281
8852,841861,Czechia,Denmark,22.654000000000003
8853,841869,Czechia,Denmark,100.28800000000001
8854,841891,Czechia,Denmark,1.266
8855,841899,Czechia,Denmark,394.783
8856,850440,Czechia,Denmark,126.90899999999999
8857,854140,Czechia,Denmark,69.392
8858,850440,Dominican Republic,Denmark,0.002
8859,282739,Estonia,Denmark,673.0740000000001
8860,283329,Estonia,Denmark,141.839
8861,711510,Estonia,Denmark,0.008
8862,841810,Estonia,Denmark,0.13
8863,841869,Estonia,Denmark,1.089
8864,841891,Estonia,Denmark,0.07
8865,841899,Estonia,Denmark,1.761
8866,842112,Estonia,Denmark,0.055
8867,850440,Estonia,Denmark,688.288
8868,854140,Estonia,Denmark,12.450000000000001
8869,282739,Finland,Denmark,9.163
8870,711510,Finland,Denmark,9.463
8871,840682,Finland,Denmark,0.045
8872,840690,Finland,Denmark,0.003
8873,841810,Finland,Denmark,17.81
8874,841840,Finland,Denmark,5.6850000000000005
8875,841850,Finland,Denmark,475.409
8876,841861,Finland,Denmark,27.905
8877,841869,Finland,Denmark,57.099999999999994
8878,841891,Finland,Denmark,3.216
8879,841899,Finland,Denmark,143.416
8880,850440,Finland,Denmark,1066.2810000000002
8881,854140,Finland,Denmark,4.8309999999999995
8882,282739,"France, Monaco",Denmark,32.795
8883,283329,"France, Monaco",Denmark,474.035
8884,711510,"France, Monaco",Denmark,0.047
8885,810520,"France, Monaco",Denmark,0.185
8886,840690,"France, Monaco",Denmark,1.222
8887,841810,"France, Monaco",Denmark,85.828
8888,841830,"France, Monaco",Denmark,2.6919999999999997
8889,841840,"France, Monaco",Denmark,51.13
8890,841850,"France, Monaco",Denmark,28.630999999999997
8891,841861,"France, Monaco",Denmark,1496.242
8892,841869,"France, Monaco",Denmark,564.625
8893,841891,"France, Monaco",Denmark,0.999
8894,841899,"France, Monaco",Denmark,257.126
8895,842112,"France, Monaco",Denmark,672.04
8896,850440,"France, Monaco",Denmark,502.585
8897,854140,"France, Monaco",Denmark,120.31900000000002
8898,282200,Germany,Denmark,0.5569999999999999
8899,282739,Germany,Denmark,4658.437
8900,283329,Germany,Denmark,22995.617000000002
8901,711510,Germany,Denmark,0.016
8902,750110,Germany,Denmark,0.01
8903,810520,Germany,Denmark,0.42399999999999993
8904,840682,Germany,Denmark,58.577000000000005
8905,840690,Germany,Denmark,463.806
8906,841199,Germany,Denmark,17.458
8907,841810,Germany,Denmark,3774.642
8908,841830,Germany,Denmark,35.400999999999996
8909,841840,Germany,Denmark,2836.421
8910,841850,Germany,Denmark,1846.9540000000002
8911,841861,Germany,Denmark,694.664
8912,841869,Germany,Denmark,854.801
8913,841891,Germany,Denmark,15.883
8914,841899,Germany,Denmark,2670.364
8915,842112,Germany,Denmark,24.154999999999998
8916,850440,Germany,Denmark,3057.2090000000003
8917,854140,Germany,Denmark,15404.947
8918,283329,Greece,Denmark,0.21200000000000002
8919,711510,Greece,Denmark,0.031
8920,841199,Greece,Denmark,0.005
8921,841810,Greece,Denmark,4.211
8922,841840,Greece,Denmark,14.393
8923,841850,Greece,Denmark,53.653
8924,841861,Greece,Denmark,0.15
8925,841869,Greece,Denmark,0.358
8926,841899,Greece,Denmark,1.905
8927,850440,Greece,Denmark,1.275
8928,854140,Greece,Denmark,132.456
8929,841869,Greenland,Denmark,2.8
8930,841899,Greenland,Denmark,0.006
8931,850440,Greenland,Denmark,0.01
8932,854140,Greenland,Denmark,1.47
8933,841810,"China, Hong Kong Special Administrative Region",Denmark,0.075
8934,841840,"China, Hong Kong Special Administrative Region",Denmark,11.714
8935,841850,"China, Hong Kong Special Administrative Region",Denmark,15.789
8936,841899,"China, Hong Kong Special Administrative Region",Denmark,48.684
8937,850440,"China, Hong Kong Special Administrative Region",Denmark,54.473
8938,854140,"China, Hong Kong Special Administrative Region",Denmark,116.211
8939,282739,Hungary,Denmark,0.187
8940,283329,Hungary,Denmark,0.74
8941,841810,Hungary,Denmark,3443.993
8942,841830,Hungary,Denmark,750.095
8943,841840,Hungary,Denmark,406.134
8944,841850,Hungary,Denmark,4987.344
8945,841861,Hungary,Denmark,9.761999999999999
8946,841869,Hungary,Denmark,189.077
8947,841891,Hungary,Denmark,3.284
8948,841899,Hungary,Denmark,160.501
8949,850440,Hungary,Denmark,472.956
8950,854140,Hungary,Denmark,613.798
8951,841869,Iceland,Denmark,7.9399999999999995
8952,841891,Iceland,Denmark,2.002
8953,841899,Iceland,Denmark,118.629
8954,850440,Iceland,Denmark,5.127000000000001
8955,854140,Iceland,Denmark,0.255
8956,850440,Indonesia,Denmark,19.414
8957,854140,Indonesia,Denmark,0.026999999999999996
8958,283329,Ireland,Denmark,4.0
8959,711510,Ireland,Denmark,0.049
8960,841850,Ireland,Denmark,4.4830000000000005
8961,841861,Ireland,Denmark,442.345
8962,841869,Ireland,Denmark,1435.4879999999998
8963,841899,Ireland,Denmark,69.006
8964,850440,Ireland,Denmark,92.299
8965,854140,Ireland,Denmark,1.21
8966,283329,Israel,Denmark,0.21400000000000002
8967,841830,Israel,Denmark,0.145
8968,841850,Israel,Denmark,0.902
8969,841869,Israel,Denmark,1.095
8970,841899,Israel,Denmark,0.319
8971,850440,Israel,Denmark,57.047000000000004
8972,854140,Israel,Denmark,0.010000000000000002
8973,282200,Italy,Denmark,0.5
8974,282739,Italy,Denmark,0.116
8975,283329,Italy,Denmark,54.336
8976,840690,Italy,Denmark,6.193
8977,841199,Italy,Denmark,1.699
8978,841810,Italy,Denmark,715.7760000000001
8979,841830,Italy,Denmark,212.561
8980,841840,Italy,Denmark,460.22099999999995
8981,841850,Italy,Denmark,1893.971
8982,841861,Italy,Denmark,495.172
8983,841869,Italy,Denmark,495.077
8984,841891,Italy,Denmark,66.354
8985,841899,Italy,Denmark,2775.242
8986,842112,Italy,Denmark,3.492
8987,850440,Italy,Denmark,699.423
8988,854140,Italy,Denmark,89.373
8989,283329,Japan,Denmark,80.55199999999999
8990,841199,Japan,Denmark,0.051
8991,841850,Japan,Denmark,6.001
8992,841861,Japan,Denmark,17.976
8993,841869,Japan,Denmark,13.983
8994,841899,Japan,Denmark,1.7610000000000001
8995,842112,Japan,Denmark,0.011
8996,850440,Japan,Denmark,13.381
8997,854140,Japan,Denmark,1985.204
8998,850440,Kazakhstan,Denmark,0.013
8999,850440,Jordan,Denmark,0.001
9000,840690,Republic of Korea,Denmark,9.685
9001,841810,Republic of Korea,Denmark,112.547
9002,841830,Republic of Korea,Denmark,133.709
9003,841840,Republic of Korea,Denmark,31.721999999999998
9004,841850,Republic of Korea,Denmark,1.405
9005,841899,Republic of Korea,Denmark,70.11699999999999
9006,850440,Republic of Korea,Denmark,14.049
9007,854140,Republic of Korea,Denmark,153.124
9008,850440,Kuwait,Denmark,0.001
9009,850440,Lao People's Dem. Rep.,Denmark,0.002
9010,841810,Lebanon,Denmark,0.25
9011,283329,Latvia,Denmark,1.212
9012,711510,Latvia,Denmark,0.063
9013,841810,Latvia,Denmark,0.077
9014,841861,Latvia,Denmark,0.198
9015,841869,Latvia,Denmark,0.403
9016,841891,Latvia,Denmark,0.027
9017,841899,Latvia,Denmark,20.021
9018,850440,Latvia,Denmark,6.595
9019,854140,Latvia,Denmark,0.964
9020,282739,Lithuania,Denmark,5.1370000000000005
9021,711510,Lithuania,Denmark,0.17300000000000001
9022,841861,Lithuania,Denmark,1.419
9023,841869,Lithuania,Denmark,3.915
9024,841899,Lithuania,Denmark,255.759
9025,850440,Lithuania,Denmark,9.963000000000001
9026,854140,Lithuania,Denmark,1.971
9027,840690,Luxembourg,Denmark,0.142
9028,841850,Luxembourg,Denmark,32.669
9029,841869,Luxembourg,Denmark,9.469
9030,841891,Luxembourg,Denmark,2.809
9031,841899,Luxembourg,Denmark,4.543
9032,850440,Luxembourg,Denmark,1.476
9033,854140,Luxembourg,Denmark,1.6609999999999998
9034,850440,"China, Macao Special Administrative Region",Denmark,0.237
9035,850440,Madagascar,Denmark,0.04
9036,841850,Malaysia,Denmark,169.702
9037,841861,Malaysia,Denmark,1728.579
9038,841899,Malaysia,Denmark,817.06
9039,850440,Malaysia,Denmark,13.171000000000001
9040,854140,Malaysia,Denmark,72.614
9041,850440,Malta,Denmark,2.1029999999999998
9042,854140,Malta,Denmark,0.011
9043,850440,Mauritius,Denmark,0.031
9044,283329,Mexico,Denmark,408.0
9045,841199,Mexico,Denmark,14.327
9046,841869,Mexico,Denmark,0.07400000000000001
9047,841899,Mexico,Denmark,3.3230000000000004
9048,850440,Mexico,Denmark,5.244
9049,854140,Mexico,Denmark,1.153
9050,841810,"Other Asia, not elsewhere specified",Denmark,0.007
9051,841840,"Other Asia, not elsewhere specified",Denmark,7.11
9052,841850,"Other Asia, not elsewhere specified",Denmark,0.187
9053,841899,"Other Asia, not elsewhere specified",Denmark,37.597
9054,850440,"Other Asia, not elsewhere specified",Denmark,216.182
9055,854140,"Other Asia, not elsewhere specified",Denmark,116.382
9056,850440,Morocco,Denmark,0.012
9057,282200,Netherlands,Denmark,0.277
9058,282739,Netherlands,Denmark,454.89
9059,283329,Netherlands,Denmark,981.6610000000001
9060,711510,Netherlands,Denmark,0.012
9061,810520,Netherlands,Denmark,0.09
9062,840690,Netherlands,Denmark,0.312
9063,841199,Netherlands,Denmark,37.379999999999995
9064,841810,Netherlands,Denmark,550.552
9065,841830,Netherlands,Denmark,225.41199999999998
9066,841840,Netherlands,Denmark,464.825
9067,841850,Netherlands,Denmark,296.68600000000004
9068,841861,Netherlands,Denmark,28.110999999999997
9069,841869,Netherlands,Denmark,455.0
9070,841891,Netherlands,Denmark,3.784
9071,841899,Netherlands,Denmark,989.1110000000001
9072,842112,Netherlands,Denmark,0.246
9073,850440,Netherlands,Denmark,2711.4629999999997
9074,854140,Netherlands,Denmark,1698.257
9075,841810,New Zealand,Denmark,0.001
9076,841899,New Zealand,Denmark,0.094
9077,850440,New Zealand,Denmark,15.445
9078,854140,New Zealand,Denmark,0.001
9079,850440,Nigeria,Denmark,0.129
9080,282739,"Norway, Svalbard and Jan Mayen",Denmark,13879.443
9081,283329,"Norway, Svalbard and Jan Mayen",Denmark,14499.076000000001
9082,711510,"Norway, Svalbard and Jan Mayen",Denmark,11.5
9083,750300,"Norway, Svalbard and Jan Mayen",Denmark,69.849
9084,840690,"Norway, Svalbard and Jan Mayen",Denmark,1.307
9085,841199,"Norway, Svalbard and Jan Mayen",Denmark,6.543
9086,841810,"Norway, Svalbard and Jan Mayen",Denmark,99.174
9087,841830,"Norway, Svalbard and Jan Mayen",Denmark,3.1910000000000003
9088,841840,"Norway, Svalbard and Jan Mayen",Denmark,35.469
9089,841850,"Norway, Svalbard and Jan Mayen",Denmark,35.188
9090,841861,"Norway, Svalbard and Jan Mayen",Denmark,23.535
9091,841869,"Norway, Svalbard and Jan Mayen",Denmark,32.59
9092,841891,"Norway, Svalbard and Jan Mayen",Denmark,1.114
9093,841899,"Norway, Svalbard and Jan Mayen",Denmark,72.987
9094,842112,"Norway, Svalbard and Jan Mayen",Denmark,0.551
9095,850440,"Norway, Svalbard and Jan Mayen",Denmark,76.79400000000001
9096,854140,"Norway, Svalbard and Jan Mayen",Denmark,4.939
9097,841899,Pakistan,Denmark,0.158
9098,850440,Pakistan,Denmark,0.002
9099,840690,Philippines,Denmark,0.001
9100,850440,Philippines,Denmark,9.42
9101,854140,Philippines,Denmark,0.118
9102,282200,Poland,Denmark,14.008
9103,283329,Poland,Denmark,335.21299999999997
9104,841199,Poland,Denmark,21.049
9105,841810,Poland,Denmark,1840.1709999999998
9106,841830,Poland,Denmark,10.601999999999999
9107,841840,Poland,Denmark,351.32899999999995
9108,841850,Poland,Denmark,785.687
9109,841861,Poland,Denmark,18.685000000000002
9110,841869,Poland,Denmark,150.56799999999998
9111,841891,Poland,Denmark,0.392
9112,841899,Poland,Denmark,157.276
9113,850440,Poland,Denmark,665.3620000000001
9114,854140,Poland,Denmark,3.357
9115,841810,Portugal,Denmark,17.098
9116,841830,Portugal,Denmark,4.531000000000001
9117,841840,Portugal,Denmark,2.903
9118,841850,Portugal,Denmark,123.23499999999999
9119,841869,Portugal,Denmark,5.856
9120,841891,Portugal,Denmark,8.948
9121,841899,Portugal,Denmark,7.991999999999999
9122,850440,Portugal,Denmark,5.8
9123,854140,Portugal,Denmark,152.889
9124,850440,Qatar,Denmark,0.064
9125,283329,Romania,Denmark,1.272
9126,711510,Romania,Denmark,0.029
9127,841810,Romania,Denmark,2257.352
9128,841830,Romania,Denmark,83.497
9129,841840,Romania,Denmark,207.74200000000002
9130,841850,Romania,Denmark,149.38
9131,841861,Romania,Denmark,2.2969999999999997
9132,841869,Romania,Denmark,7.229
9133,841899,Romania,Denmark,21.652
9134,850440,Romania,Denmark,1.771
9135,854140,Romania,Denmark,1.515
9136,841830,Russian Federation,Denmark,28.145
9137,841850,Russian Federation,Denmark,34.595
9138,841861,Russian Federation,Denmark,0.004
9139,841899,Russian Federation,Denmark,1.135
9140,850440,Russian Federation,Denmark,1.414
9141,854140,Russian Federation,Denmark,0.429
9142,841869,Saudi Arabia,Denmark,1.0
9143,841899,Saudi Arabia,Denmark,0.005
9144,850440,Saudi Arabia,Denmark,0.036000000000000004
9145,841810,Serbia,Denmark,1378.156
9146,841830,Serbia,Denmark,10.656
9147,841840,Serbia,Denmark,185.65800000000002
9148,850440,Serbia,Denmark,0.979
9149,854140,Serbia,Denmark,0.05
9150,850440,Sierra Leone,Denmark,0.055
9151,283329,India,Denmark,7161.916
9152,840690,India,Denmark,0.9239999999999999
9153,841810,India,Denmark,1.548
9154,841861,India,Denmark,501.318
9155,841869,India,Denmark,188.383
9156,841899,India,Denmark,732.9739999999999
9157,850440,India,Denmark,16.13
9158,854140,India,Denmark,1.493
9159,841199,Singapore,Denmark,0.009999999999999998
9160,841810,Singapore,Denmark,80.309
9161,841830,Singapore,Denmark,1.256
9162,841840,Singapore,Denmark,147.712
9163,841869,Singapore,Denmark,31.669
9164,841899,Singapore,Denmark,37.629
9165,850440,Singapore,Denmark,24.095000000000002
9166,854140,Singapore,Denmark,0.11299999999999999
9167,282739,Slovakia,Denmark,1.467
9168,283329,Slovakia,Denmark,0.041999999999999996
9169,841850,Slovakia,Denmark,0.9179999999999999
9170,841861,Slovakia,Denmark,172.378
9171,841869,Slovakia,Denmark,0.751
9172,841899,Slovakia,Denmark,124.22
9173,850440,Slovakia,Denmark,178.32299999999998
9174,854140,Slovakia,Denmark,26.753
9175,841899,Viet Nam,Denmark,30.529999999999998
9176,850440,Viet Nam,Denmark,12.669999999999998
9177,854140,Viet Nam,Denmark,437.738
9178,841810,Slovenia,Denmark,1359.9499999999998
9179,841830,Slovenia,Denmark,16.991
9180,841840,Slovenia,Denmark,149.42299999999997
9181,841850,Slovenia,Denmark,38.805
9182,841861,Slovenia,Denmark,1.379
9183,841869,Slovenia,Denmark,1.1179999999999999
9184,841891,Slovenia,Denmark,0.004
9185,841899,Slovenia,Denmark,32.296
9186,850440,Slovenia,Denmark,0.628
9187,854140,Slovenia,Denmark,0.172
9188,841199,South Africa,Denmark,0.078
9189,841850,South Africa,Denmark,2290.4770000000003
9190,841891,South Africa,Denmark,19.4
9191,841899,South Africa,Denmark,5.318
9192,850440,South Africa,Denmark,21.095
9193,854140,South Africa,Denmark,27.756999999999998
9194,282739,Spain,Denmark,33.772999999999996
9195,283329,Spain,Denmark,30.861
9196,711510,Spain,Denmark,2.1559999999999997
9197,810520,Spain,Denmark,0.028
9198,840682,Spain,Denmark,0.041
9199,840690,Spain,Denmark,4.912
9200,841810,Spain,Denmark,449.672
9201,841830,Spain,Denmark,1.083
9202,841840,Spain,Denmark,237.849
9203,841850,Spain,Denmark,232.32199999999997
9204,841861,Spain,Denmark,19.448999999999998
9205,841869,Spain,Denmark,60.804
9206,841891,Spain,Denmark,105.494
9207,841899,Spain,Denmark,252.906
9208,850440,Spain,Denmark,31.019999999999996
9209,854140,Spain,Denmark,442.895
9210,282200,Sweden,Denmark,0.7779999999999999
9211,282739,Sweden,Denmark,55453.346000000005
9212,283329,Sweden,Denmark,19758.332000000002
9213,750300,Sweden,Denmark,81.925
9214,810520,Sweden,Denmark,0.901
9215,840690,Sweden,Denmark,1.4540000000000002
9216,841199,Sweden,Denmark,6.8180000000000005
9217,841810,Sweden,Denmark,12677.121
9218,841830,Sweden,Denmark,697.4490000000001
9219,841840,Sweden,Denmark,4030.843
9220,841850,Sweden,Denmark,810.1999999999999
9221,841861,Sweden,Denmark,3587.016
9222,841869,Sweden,Denmark,373.13599999999997
9223,841891,Sweden,Denmark,931.2650000000001
9224,841899,Sweden,Denmark,638.683
9225,842112,Sweden,Denmark,121.369
9226,850440,Sweden,Denmark,1326.0439999999999
9227,854140,Sweden,Denmark,496.941
9228,282739,"Switzerland, Liechtenstein",Denmark,1976.183
9229,841199,"Switzerland, Liechtenstein",Denmark,3.1630000000000003
9230,841810,"Switzerland, Liechtenstein",Denmark,4.785
9231,841840,"Switzerland, Liechtenstein",Denmark,1.9169999999999998
9232,841861,"Switzerland, Liechtenstein",Denmark,5.257
9233,841869,"Switzerland, Liechtenstein",Denmark,18.376
9234,841891,"Switzerland, Liechtenstein",Denmark,0.03
9235,841899,"Switzerland, Liechtenstein",Denmark,7.375
9236,850440,"Switzerland, Liechtenstein",Denmark,133.96499999999997
9237,854140,"Switzerland, Liechtenstein",Denmark,16.748
9238,711510,Thailand,Denmark,0.009000000000000001
9239,841810,Thailand,Denmark,66.076
9240,841850,Thailand,Denmark,5.175
9241,841869,Thailand,Denmark,12.069
9242,841899,Thailand,Denmark,2.653
9243,850440,Thailand,Denmark,71.0
9244,854140,Thailand,Denmark,8.126
9245,841199,United Arab Emirates,Denmark,16.127
9246,841869,United Arab Emirates,Denmark,1.3659999999999999
9247,841899,United Arab Emirates,Denmark,0.5
9248,850440,United Arab Emirates,Denmark,0.519
9249,854140,United Arab Emirates,Denmark,3.7
9250,850440,Tunisia,Denmark,0.007
9251,841810,Turkey,Denmark,2904.206
9252,841830,Turkey,Denmark,385.75200000000007
9253,841840,Turkey,Denmark,2175.5649999999996
9254,841850,Turkey,Denmark,2951.709
9255,841861,Turkey,Denmark,7.668
9256,841869,Turkey,Denmark,158.803
9257,841891,Turkey,Denmark,0.155
9258,841899,Turkey,Denmark,495.533
9259,842112,Turkey,Denmark,127.79
9260,850440,Turkey,Denmark,14.368
9261,854140,Turkey,Denmark,9.926
9262,850440,Uganda,Denmark,0.001
9263,850440,Ukraine,Denmark,0.016
9264,854140,Ukraine,Denmark,0.6
9265,841899,Egypt,Denmark,0.025
9266,282200,United Kingdom,Denmark,0.011
9267,282739,United Kingdom,Denmark,2.843
9268,283329,United Kingdom,Denmark,9.005
9269,810520,United Kingdom,Denmark,2.036
9270,840682,United Kingdom,Denmark,0.025
9271,840690,United Kingdom,Denmark,6.15
9272,841199,United Kingdom,Denmark,110.87899999999999
9273,841810,United Kingdom,Denmark,22.409
9274,841830,United Kingdom,Denmark,0.565
9275,841840,United Kingdom,Denmark,8.818999999999999
9276,841850,United Kingdom,Denmark,108.65299999999999
9277,841861,United Kingdom,Denmark,12.135
9278,841869,United Kingdom,Denmark,167.858
9279,841891,United Kingdom,Denmark,1.893
9280,841899,United Kingdom,Denmark,541.564
9281,850440,United Kingdom,Denmark,1172.261
9282,854140,United Kingdom,Denmark,389.713
9283,282200,"USA, Puerto Rico and US Virgin Islands",Denmark,10.860000000000001
9284,282739,"USA, Puerto Rico and US Virgin Islands",Denmark,2.128
9285,283329,"USA, Puerto Rico and US Virgin Islands",Denmark,107.85900000000001
9286,750110,"USA, Puerto Rico and US Virgin Islands",Denmark,0.545
9287,810520,"USA, Puerto Rico and US Virgin Islands",Denmark,0.034
9288,840690,"USA, Puerto Rico and US Virgin Islands",Denmark,25.414
9289,841199,"USA, Puerto Rico and US Virgin Islands",Denmark,28.816
9290,841810,"USA, Puerto Rico and US Virgin Islands",Denmark,77.222
9291,841830,"USA, Puerto Rico and US Virgin Islands",Denmark,4.667999999999999
9292,841840,"USA, Puerto Rico and US Virgin Islands",Denmark,5.01
9293,841850,"USA, Puerto Rico and US Virgin Islands",Denmark,35.206
9294,841869,"USA, Puerto Rico and US Virgin Islands",Denmark,318.711
9295,841891,"USA, Puerto Rico and US Virgin Islands",Denmark,2.925
9296,841899,"USA, Puerto Rico and US Virgin Islands",Denmark,174.07
9297,842112,"USA, Puerto Rico and US Virgin Islands",Denmark,4.915
9298,850440,"USA, Puerto Rico and US Virgin Islands",Denmark,1907.744
9299,854140,"USA, Puerto Rico and US Virgin Islands",Denmark,14.136000000000001
9300,283329,Argentina,Dominican Republic,363.981
9301,840682,Argentina,Dominican Republic,0.004
9302,841850,Argentina,Dominican Republic,49.361999999999995
9303,841869,Argentina,Dominican Republic,8.754999999999999
9304,841899,Argentina,Dominican Republic,1.7730000000000001
9305,850440,Argentina,Dominican Republic,0.032
9306,841850,Australia,Dominican Republic,1.072
9307,842112,Australia,Dominican Republic,0.059
9308,850440,Australia,Dominican Republic,0.9359999999999999
9309,841850,Austria,Dominican Republic,6.609999999999999
9310,850440,Austria,Dominican Republic,2.384
9311,283329,Belgium,Dominican Republic,72.96600000000001
9312,841810,Belgium,Dominican Republic,0.7929999999999999
9313,841830,Belgium,Dominican Republic,0.757
9314,841850,Belgium,Dominican Republic,0.01
9315,841899,Belgium,Dominican Republic,11.610999999999999
9316,850440,Belgium,Dominican Republic,0.15
9317,854140,Belgium,Dominican Republic,18.921
9318,840682,Brazil,Dominican Republic,199.89499999999998
9319,840690,Brazil,Dominican Republic,0.425
9320,841830,Brazil,Dominican Republic,0.592
9321,841850,Brazil,Dominican Republic,25.053
9322,841869,Brazil,Dominican Republic,87.012
9323,841891,Brazil,Dominican Republic,2.121
9324,841899,Brazil,Dominican Republic,28.582
9325,850440,Brazil,Dominican Republic,37.434
9326,854140,Brazil,Dominican Republic,1.815
9327,850440,Bulgaria,Dominican Republic,0.134
9328,850440,Cambodia,Dominican Republic,0.007
9329,282200,Canada,Dominican Republic,0.06
9330,841810,Canada,Dominican Republic,10.940000000000001
9331,841830,Canada,Dominican Republic,9.63
9332,841850,Canada,Dominican Republic,3.491
9333,841861,Canada,Dominican Republic,1.0150000000000001
9334,841869,Canada,Dominican Republic,0.428
9335,841899,Canada,Dominican Republic,2.362
9336,842112,Canada,Dominican Republic,4.813
9337,850440,Canada,Dominican Republic,7.811
9338,841810,Chile,Dominican Republic,0.048
9339,841850,Chile,Dominican Republic,25.395
9340,841891,Chile,Dominican Republic,0.048
9341,841899,Chile,Dominican Republic,4.561
9342,850440,Chile,Dominican Republic,0.17400000000000002
9343,283329,China,Dominican Republic,1032.929
9344,840682,China,Dominican Republic,0.038000000000000006
9345,841810,China,Dominican Republic,1098.795
9346,841830,China,Dominican Republic,2667.074
9347,841840,China,Dominican Republic,44.452
9348,841850,China,Dominican Republic,728.491
9349,841861,China,Dominican Republic,0.42500000000000004
9350,841869,China,Dominican Republic,285.147
9351,841891,China,Dominican Republic,39.67
9352,841899,China,Dominican Republic,169.293
9353,842112,China,Dominican Republic,10.99
9354,850440,China,Dominican Republic,5063.523
9355,854140,China,Dominican Republic,311.038
9356,282739,Colombia,Dominican Republic,189.55
9357,283329,Colombia,Dominican Republic,27.093
9358,841830,Colombia,Dominican Republic,5.139
9359,841840,Colombia,Dominican Republic,3.88
9360,841850,Colombia,Dominican Republic,55.624
9361,841869,Colombia,Dominican Republic,1.558
9362,841899,Colombia,Dominican Republic,48.25
9363,850440,Colombia,Dominican Republic,0.059000000000000004
9364,854140,Colombia,Dominican Republic,0.001
9365,282739,Costa Rica,Dominican Republic,17.294
9366,283329,Costa Rica,Dominican Republic,3.055
9367,841810,Costa Rica,Dominican Republic,11131.983
9368,841891,Costa Rica,Dominican Republic,3.5300000000000002
9369,841899,Costa Rica,Dominican Republic,9.870000000000001
9370,850440,Costa Rica,Dominican Republic,0.172
9371,854140,Costa Rica,Dominican Republic,0.122
9372,841850,Czechia,Dominican Republic,0.031
9373,841899,Czechia,Dominican Republic,0.34800000000000003
9374,850440,Czechia,Dominican Republic,0.208
9375,841830,Denmark,Dominican Republic,2.506
9376,841850,Denmark,Dominican Republic,2.182
9377,841899,Denmark,Dominican Republic,4.1899999999999995
9378,850440,Denmark,Dominican Republic,2.112
9379,841899,Dominica,Dominican Republic,0.093
9380,841810,Ecuador,Dominican Republic,5.489
9381,841830,Ecuador,Dominican Republic,2.377
9382,841810,El Salvador,Dominican Republic,0.061
9383,842112,El Salvador,Dominican Republic,0.111
9384,850440,Estonia,Dominican Republic,0.051
9385,841899,Finland,Dominican Republic,0.681
9386,850440,Finland,Dominican Republic,6.3
